Company1 Company2 Company3 Company4 Company5 Company6 Company7 Company8 Company9 Y outlier number
-0.44203 1.38897 0.84118 0.42775 1.14656 0.38483 0.76838 -0.35175 0.50629 0.68940 1.00000 384
-0.96945 0.56453 0.52054 -0.35295 1.95121 0.58834 -0.28413 -0.43597 0.24270 -0.53459 1.00000 283
0.49510 -1.53505 -1.08265 -1.17826 -1.01376 -1.44674 -1.04120 0.78515 -1.45605 -0.11384 1.00000 689
-0.28804 1.13615 0.74957 -0.04067 1.58387 0.47528 -0.11794 -0.43597 -0.02090 0.68940 1.00000 337
1.00654 -0.23793 -0.39557 1.98915 -0.66391 0.20394 1.41466 1.29044 -0.63597 -0.22859 1.00000 877
-0.34179 1.15813 1.02441 0.29392 0.87542 0.15871 0.97150 -0.18332 1.00420 1.24403 1.00000 396
0.43262 -0.58969 -1.76973 -1.06673 -0.44526 -1.44674 -1.39203 -0.56229 1.23851 0.63203 1.00000 546
-0.51177 1.27905 0.65796 0.33853 1.02411 0.36222 0.47294 -0.43597 0.35985 0.55553 1.00000 382
-0.91282 0.60850 0.47474 -0.48678 1.75879 0.43006 -0.02562 -0.56229 -0.02090 -0.32422 1.00000 272
-0.75735 0.82835 1.39085 -0.24142 1.19029 1.65110 0.38061 -0.26754 0.41843 -0.74497 1.00000 205
0.82056 -0.41381 -0.71621 2.47988 -0.66391 -0.24830 1.69163 1.24833 -1.01672 -0.45809 1.00000 860
0.98329 -2.05170 -1.35748 -0.97751 -0.57645 -1.44674 -0.48724 0.70094 -2.80333 0.15391 1.00000 710
0.15802 -1.77689 -1.35748 -1.37901 -1.04875 -1.49196 -0.59804 0.36408 -1.69036 -0.76409 1.00000 693
-1.55788 0.79538 0.19991 -0.06297 0.11450 1.04058 -0.54264 -1.48866 1.41425 -1.24221 1.00000 48
0.93680 -1.32619 -1.08265 1.00770 -1.50355 0.38483 1.30387 1.54309 -1.04601 0.36428 1.00000 810
-1.44016 0.90530 0.61216 -0.50909 0.11450 0.76923 -0.80115 -1.61498 0.09625 -1.56734 1.00000 95
-0.97522 0.53155 0.65796 -0.68753 1.01536 1.51543 0.12210 -1.15180 -0.48952 -1.05096 1.00000 231
1.72719 -0.78755 -1.03685 -0.44217 -1.05749 -1.15278 -1.24431 1.37466 1.35567 1.87515 1.00000 611
0.03742 0.80637 0.10829 0.80695 0.43811 -0.56487 1.76549 0.57461 0.59416 0.93803 1.00000 460
0.56485 -1.88681 0.24571 -0.37525 -2.07205 -1.15278 -0.48724 0.49040 -1.89538 -0.30509 1.00000 763
-1.06244 0.50957 0.97860 -1.02212 0.11450 0.99535 -0.76422 -1.06758 -0.34308 -1.62471 1.00000 167
0.64621 -1.56803 0.33732 0.45006 -1.23242 -1.01711 -0.39492 1.33255 -2.15898 0.32603 1.00000 750
-1.04645 0.70744 0.42893 -0.79906 1.17279 0.74662 -0.54264 -0.81494 -0.28450 -0.87884 1.00000 258
1.95966 -0.83152 -0.85362 -0.26372 -1.75719 -0.79099 -0.91194 1.41676 1.17994 2.00902 1.00000 625
-1.58401 0.96026 1.43666 0.16008 0.10576 1.01797 -0.45031 -1.23601 1.44353 -1.07009 1.00000 59
1.22738 -1.53505 -0.76201 0.89617 -1.45107 0.18132 0.78685 2.00627 -1.36819 0.36428 1.00000 783
1.04578 -0.93046 -1.81554 -0.28603 -0.92630 -1.19801 -0.98580 0.53251 1.17994 1.49265 1.00000 595
-0.99995 0.65247 0.42893 -0.88828 1.33897 0.45267 -0.52418 -0.56229 -0.57739 -0.85972 1.00000 263
-0.89246 0.76240 1.39085 -0.44217 1.20778 1.87722 -0.02562 -0.89915 -0.46023 -0.93621 1.00000 216
-1.51139 0.88332 0.70377 0.04856 0.10576 1.01797 -0.48724 -1.19390 1.53140 -0.95534 1.00000 51
-1.25418 0.78438 0.47474 -0.53139 -0.08666 0.88229 -1.11506 -1.32023 0.56487 -1.37609 1.00000 106
0.85543 -1.17229 0.74957 0.87387 -1.66973 -0.76838 0.84224 1.45887 -1.36819 -0.51547 1.00000 773
-1.61023 1.07019 1.52827 0.33853 0.20196 1.10841 -0.28413 -1.06758 1.47282 -0.97446 1.00000 58
1.02978 -1.62299 -0.25815 1.00770 -1.03125 0.20394 0.97150 1.50098 -0.51881 0.15391 1.00000 791
0.96004 -1.63398 -0.21234 1.25306 -0.77761 0.38483 0.76838 1.50098 -0.69454 0.26865 1.00000 788
0.09265 0.17979 -0.89943 -0.95520 0.05328 -1.06233 -0.17334 -0.39386 1.12136 0.95715 1.00000 495
0.86706 -1.66696 -1.40329 0.38314 -1.41609 0.15871 0.63912 1.37466 -0.92885 0.17303 1.00000 798
0.73920 -0.49075 -0.44137 1.69918 -0.95254 -0.02218 1.56238 1.29044 -0.81170 -0.19034 1.00000 843
0.22777 -1.59001 -1.08265 -1.22287 -1.05749 -1.49196 -1.09659 0.40618 -1.66107 -0.36247 1.00000 690
-0.90259 0.61949 0.65796 -0.59831 1.81127 0.58834 0.04824 -0.39386 0.03767 -0.41984 1.00000 276
1.76206 -1.17229 -1.63232 -0.99981 -1.34612 -1.28845 -1.42896 1.20623 0.00839 1.91340 1.00000 647
0.96004 0.01490 0.24571 2.16760 -0.48024 1.13103 2.24559 0.91147 -0.34308 0.15391 1.00000 920
0.96004 -0.54572 -0.80782 -0.35295 -0.33156 -1.67286 -0.98580 -0.30965 1.61927 1.66477 1.00000 567
-1.30068 0.79538 0.42893 -0.95520 -0.09541 0.83707 -1.35510 -1.57287 0.18412 -1.68209 1.00000 103
-1.22229 0.90530 0.88699 -0.26372 0.09701 0.97274 -0.85655 -1.02547 0.47701 -1.26134 1.00000 113
0.47186 -1.87582 -0.30396 -0.59831 -1.19743 -1.26584 -0.41338 0.99569 -2.33471 -0.43897 1.00000 737
-0.94909 0.50957 0.47474 -0.26372 1.97745 0.49789 -0.33952 -0.43597 0.18412 -0.41984 1.00000 285
0.03742 0.19078 -1.08265 -0.62062 -0.00795 -1.24323 -0.48724 -0.30965 1.06278 0.86153 1.00000 501
0.69270 0.02590 -0.21234 2.10068 -0.67266 1.08580 2.41177 0.78515 -0.40166 -0.47722 1.00000 918
-1.13943 0.80637 1.48246 -0.19681 0.22820 0.85968 -0.70883 -0.68861 1.12136 -1.26134 1.00000 122
0.95279 -0.78755 -1.76973 -0.79906 -0.97003 -1.55980 -1.22585 0.53251 0.65274 1.32053 1.00000 589
-0.48852 1.29004 0.65796 0.16008 0.97163 0.36222 0.30675 -0.43597 -0.10877 0.51728 1.00000 380
1.01379 -0.57870 -0.94523 -0.50909 -0.34905 -1.65024 -0.91194 -0.26754 1.64856 1.51177 1.00000 570
-1.25855 0.99324 0.88699 -0.04067 0.13199 0.95013 -0.70883 -0.77283 1.00420 -1.20396 1.00000 117
0.58809 -0.09502 -0.12073 1.98915 -0.44526 0.15871 1.30387 1.41676 -0.48952 -0.36247 1.00000 888
0.94842 -0.35884 -0.57879 2.21221 -0.40153 0.18132 2.15326 1.45887 -0.40166 0.00091 1.00000 866
1.30875 -1.50207 -1.08265 -1.71360 -1.21492 -1.65024 -1.39203 1.07990 -0.89957 0.65115 1.00000 662
0.84381 -0.91946 -0.99104 1.94454 -1.63474 0.85968 1.65470 1.50098 -0.84099 0.23040 1.00000 819
0.89030 -0.55671 -1.17426 -0.53139 -0.38403 -1.40151 -1.18892 -0.35175 1.44353 1.39702 1.00000 562
0.56485 0.04788 0.15410 2.34604 -0.65517 1.01797 2.00554 1.16412 0.21341 0.15391 1.00000 901
0.09991 0.91629 0.24571 0.87387 0.55181 -0.49703 1.47005 -0.01489 0.62345 0.95715 1.00000 454
-1.75399 0.57552 0.15410 -0.26372 0.07077 0.99535 -0.56111 -1.86762 0.74060 -1.68209 1.00000 10
1.02978 -0.24892 0.38313 1.36459 -0.22660 -0.45181 1.65470 1.20623 -0.43095 0.00091 1.00000 939
1.50198 -0.87549 -1.35748 -0.41986 -1.04000 -1.15278 -1.00427 1.03780 1.32638 1.72215 1.00000 605
0.94842 -0.44678 -0.30396 1.96685 -0.48899 0.52050 1.50698 1.03780 -0.57739 -0.19034 1.00000 870
1.12277 -0.28190 0.38313 1.38690 -0.15663 -0.29353 1.37773 0.91147 -0.46023 -0.15209 1.00000 940
-1.67700 0.61949 0.01668 0.20470 0.07077 1.31192 -0.48724 -1.90973 1.12136 -1.39521 1.00000 19
-1.01595 0.60850 0.52054 -0.79906 1.15530 0.74662 -0.43185 -0.56229 -0.43095 -0.84059 1.00000 257
0.68108 -1.66696 -0.80782 -1.42362 -0.76887 -1.40151 -0.98580 0.70094 -1.22174 -0.03734 1.00000 686
-1.60437 0.82835 1.71149 -0.24142 0.04453 1.06319 -0.65343 -1.15180 1.35567 -1.14659 1.00000 62
0.63459 -1.76589 -1.03685 -1.35670 -0.84758 -1.67286 -0.32106 0.53251 -2.71547 -0.28597 1.00000 717
0.75082 -1.79887 -0.44137 -1.28979 -0.85633 -1.65024 -0.28413 0.65883 -2.53974 -0.43897 1.00000 719
-0.20230 0.72942 -0.02912 0.38314 0.54307 -1.03972 1.34080 0.32197 0.62345 0.84240 1.00000 469
1.06466 -1.33718 0.24571 0.96309 -1.61725 -0.49703 0.63912 1.71152 -1.04601 0.07741 1.00000 780
2.15726 -1.06237 -1.03685 -0.66523 -1.28489 -1.06233 -0.98580 1.62730 0.68203 2.04727 1.00000 641
0.16239 -0.31487 -1.95296 -0.64292 -0.06917 -1.17539 -0.78269 -0.09911 0.65274 0.68940 1.00000 522
0.64621 0.00391 -0.07493 2.39066 -0.13039 1.04058 1.96861 1.33255 0.09625 0.28778 1.00000 896
-1.56802 0.88332 0.29152 0.18239 0.20196 1.15364 -0.28413 -1.48866 1.23851 -1.07009 1.00000 46
-0.84011 0.83935 1.20763 -0.04067 2.09989 0.52050 -0.69036 -0.73072 -0.34308 -0.61109 1.00000 310
-0.34904 1.24607 0.97860 0.49467 1.02411 0.56573 0.58373 -0.26754 0.18412 0.72765 1.00000 376
-0.90259 0.60850 0.70377 -0.35295 1.93372 0.76923 -0.57957 -0.43597 0.12554 -0.47722 1.00000 295
-1.45476 0.97126 0.70377 -0.41986 0.15823 0.92752 -0.69036 -1.57287 0.06696 -1.43346 1.00000 94
-0.23280 1.34500 0.56635 0.53928 0.85793 0.20394 1.32233 -0.18332 0.88705 1.22490 1.00000 411
0.96004 -1.67795 -1.54071 -1.95896 -1.27615 -1.33368 -1.48436 0.19564 -1.22174 0.28778 1.00000 675
-0.78348 0.64148 1.29924 -0.55370 1.01536 1.56065 0.17750 -0.77283 0.18412 -0.84059 1.00000 203
0.66946 -0.17197 -0.34976 1.96685 -0.36654 0.36222 1.37773 1.20623 -0.48952 -0.43897 1.00000 890
0.76244 -0.44678 -1.08265 1.96685 -0.81260 -0.33875 1.50698 1.03780 -1.10459 -0.40072 1.00000 852
0.92517 -0.47976 -0.53298 1.98915 -0.49773 0.52050 1.50698 1.03780 -0.66526 -0.20947 1.00000 871
1.16927 -0.13899 -0.02912 1.25306 -0.33156 0.63356 1.39619 1.03780 -0.16735 0.03916 1.00000 929
-0.93309 0.59751 0.47474 -0.21911 2.03867 0.61095 0.01131 -0.52018 0.30127 -0.20947 1.00000 281
0.65783 -1.80986 -0.34976 -0.55370 -1.30239 -1.24323 -0.33952 1.20623 -2.59831 -0.05647 1.00000 739
1.05303 -1.64497 0.38313 0.18239 -2.02832 -0.85883 -0.08101 1.07990 -0.98743 0.09653 1.00000 771
2.05265 -0.99641 -0.94523 -0.97751 -1.18869 -1.13017 -1.42896 1.33255 0.68203 1.56915 1.00000 637
1.32037 -0.16098 0.15410 1.38690 -0.21785 0.58834 1.56238 1.03780 -0.22592 0.03916 1.00000 930
0.75082 -2.10666 -1.67812 -1.28979 -0.83884 -1.62763 -0.94887 -0.30965 -2.97907 -0.05647 1.00000 707
0.09991 1.25706 0.70377 1.27537 0.74423 -0.45181 1.91322 0.44829 0.85776 1.41615 1.00000 448
-0.89246 0.57552 1.11602 -0.66523 0.73548 1.33453 0.12210 -0.47808 0.35985 -0.91709 1.00000 192
0.66946 -1.69994 0.38313 0.16008 -1.20618 -0.99450 -0.46878 0.70094 -1.89538 0.09653 1.00000 747
-1.05230 0.60850 0.52054 -0.91059 1.49641 0.43006 -0.52418 -0.56229 -0.40166 -0.47722 1.00000 267
-0.99995 0.60850 0.52054 -0.88828 1.05909 0.56573 -0.13641 -0.60440 -0.19664 -0.89797 1.00000 245
-0.96359 0.57552 0.84118 -0.62062 1.12032 1.51543 0.02978 -0.94126 -0.46023 -1.05096 1.00000 232
-1.59424 0.97126 1.94052 0.00394 0.05328 1.04058 -0.63497 -1.06758 1.23851 -1.07009 1.00000 60
0.90193 -0.84252 -0.89943 2.12299 -1.38985 0.70140 1.74703 1.45887 -1.51463 0.26865 1.00000 822
1.59496 -0.74358 -1.17426 -0.48678 -1.08373 -1.13017 -1.13352 1.37466 1.38496 1.77952 1.00000 610
-1.54337 0.96026 0.84118 -0.50909 0.21071 0.83707 -0.57957 -1.69919 -0.22592 -1.24221 1.00000 83
1.30875 -0.91946 -1.76973 -0.10758 -0.83884 -1.15278 -0.89348 0.57461 1.56069 1.66477 1.00000 597
-1.28477 0.77339 0.74957 -0.73214 0.00955 0.88229 -1.04120 -1.36233 0.38914 -1.33784 1.00000 109
-0.96945 0.55354 0.70377 -0.68753 1.06784 1.58327 -0.22873 -1.15180 -0.43095 -1.22309 1.00000 226
-1.14529 0.86133 1.11602 -0.46448 0.26319 1.17625 -0.72729 -0.77283 0.44772 -1.52909 1.00000 140
1.06466 -0.45778 -0.34976 2.03376 -0.46275 0.38483 1.76549 1.20623 -0.69454 -0.09472 1.00000 873
0.20889 -0.24892 -1.31168 -0.53139 0.14949 -1.17539 -0.46878 -0.26754 0.85776 0.76590 1.00000 517
1.02978 -0.83152 -1.81554 -0.77676 -0.92630 -1.42412 -1.11506 0.53251 1.03349 1.43527 1.00000 591
-1.58401 0.92729 1.07021 -0.33064 0.23695 0.81446 -0.61650 -1.44655 -0.05019 -1.18484 1.00000 79
0.98329 -1.56803 -1.22007 -1.82512 -1.19743 -1.62763 -1.57668 -0.14122 -1.10459 0.42165 1.00000 665
0.84381 -0.39182 -0.67040 1.78840 -0.84758 -0.11263 1.56238 1.12201 -0.98743 -0.28597 1.00000 845
-0.27930 1.26806 0.84118 0.56159 0.97163 0.31700 1.26694 -0.14122 1.03349 1.20578 1.00000 399
0.71595 -0.20495 -0.44137 1.83301 -0.76012 0.15871 1.32233 1.20623 -0.66526 -0.32422 1.00000 879
0.65783 -1.44711 -1.12846 -1.78051 -1.22367 -1.37890 -1.00427 -0.56229 -1.54392 0.32603 1.00000 668
-1.54774 0.86133 0.42893 0.04856 0.08826 1.06319 -0.46878 -1.32023 1.50211 -0.95534 1.00000 50
-1.28477 0.97126 0.74957 -0.06297 0.13199 0.99535 -0.74576 -1.06758 0.85776 -1.24221 1.00000 116
-0.39116 1.04821 0.65796 -0.01836 1.67133 0.49789 -0.11794 -0.39386 0.15483 0.76590 1.00000 335
0.80894 -0.44678 -1.08265 2.16760 -0.79511 -0.24830 1.52545 1.16412 -1.13388 -0.43897 1.00000 853
0.09991 1.18012 0.84118 0.94078 0.82295 -0.15786 1.24847 0.32197 0.79918 1.32053 1.00000 436
0.98329 -1.48009 -1.03685 -1.69129 -1.11872 -1.51457 -1.37357 -0.30965 -1.10459 0.38340 1.00000 666
1.27388 -1.57902 -0.67040 1.07462 -1.40734 0.00043 0.63912 1.83784 -1.28032 0.17303 1.00000 782
0.96004 -1.66696 -1.54071 0.18239 -1.43358 0.29438 0.71299 1.29044 -0.87028 0.42165 1.00000 799
0.72757 -0.18296 -0.30396 1.87762 -0.73388 0.22655 1.37773 1.54309 -0.48952 -0.38159 1.00000 883
-1.66686 0.83935 1.11602 -0.46448 0.21946 0.65618 -0.63497 -1.74130 0.00839 -1.26134 1.00000 75
0.61134 -1.85383 -1.49490 -1.08904 -0.83884 -1.49196 -0.87501 0.11143 -1.92467 -0.38159 1.00000 704
-1.05658 0.60850 0.29152 -0.99981 0.98038 0.24916 -0.33952 -0.73072 -0.66526 -1.05096 1.00000 249
-1.58987 0.87232 0.24571 0.29392 0.16698 1.08580 -0.13641 -1.69919 1.03349 -1.22309 1.00000 44
-1.08857 0.81736 1.48246 -0.21911 0.23695 1.13103 -0.81962 -0.77283 0.76989 -1.49084 1.00000 132
-1.60437 0.79538 1.66568 -0.15220 0.06202 1.04058 -0.61650 -1.19390 1.17994 -1.22309 1.00000 63
-1.54337 0.79538 0.15410 0.18239 0.14949 0.90491 -0.02562 -1.48866 0.94563 -1.03184 1.00000 35
0.37162 -0.63366 -1.99876 -0.99981 -0.44526 -1.19801 -1.26278 -0.56229 0.74060 0.63203 1.00000 539
-1.62613 0.75141 1.61988 -0.06297 0.12325 0.99535 -0.70883 -1.15180 1.00420 -1.29959 1.00000 65
-1.13506 0.94927 1.57407 -0.04067 0.21946 0.97274 -0.80115 -0.60440 1.06278 -1.10834 1.00000 120
-0.96359 0.56453 0.65796 -0.48678 1.85500 0.70140 -0.65343 -0.68861 0.06696 -0.53459 1.00000 294
0.64621 -1.71093 0.61216 -0.12989 -1.20618 -0.97189 -0.54264 1.24833 -2.39329 0.02003 1.00000 744
1.66908 -1.18329 -1.67812 -0.97751 -1.36361 -1.28845 -1.29971 1.41676 -0.31379 1.97077 1.00000 646
2.00616 -1.09535 -1.26587 -0.75445 -1.24991 -0.99450 -1.02273 1.66941 0.33056 2.06640 1.00000 643
-1.56802 1.21309 1.80310 0.42775 0.19322 1.31192 -0.19180 -0.81494 1.58998 -0.72584 1.00000 57
0.76244 -1.89780 -1.31168 -1.15595 -0.71639 -1.58241 -0.69036 0.40618 -2.53974 -0.15209 1.00000 714
-0.94332 0.78438 0.93279 -0.77676 0.33316 1.26670 -0.43185 -0.81494 0.47701 -1.37609 1.00000 149
0.99491 -0.13899 0.10829 2.25682 -0.53272 1.08580 2.06094 1.16412 -0.02090 0.28778 1.00000 922
-1.49688 0.99324 0.88699 -0.24142 0.23695 0.95013 -0.56111 -1.65709 0.00839 -1.18484 1.00000 86
-0.79947 0.82835 1.07021 -0.04067 2.06491 0.56573 -0.67190 -0.60440 -0.10877 -0.51547 1.00000 308
0.19289 -0.22693 -1.40329 -0.48678 0.13199 -1.10756 -0.39492 0.02721 1.06278 0.70853 1.00000 518
-0.09332 0.61949 -0.12073 0.33853 0.58680 -1.01711 1.08229 0.11143 0.65274 1.03365 1.00000 474
0.43699 -1.87582 -1.31168 -1.44593 -0.92630 -1.37890 -0.50571 0.65883 -1.60250 -0.45809 1.00000 697
-0.95346 0.75141 1.02441 -0.64292 0.28943 1.22147 -0.57957 -0.81494 0.27198 -1.33784 1.00000 151
0.78569 -0.43579 -0.80782 2.18990 -0.76887 -0.27091 1.61777 1.20623 -0.95814 -0.55372 1.00000 859
-0.52051 1.10317 0.84118 0.13778 2.30106 0.54312 -0.26566 -0.39386 0.15483 0.21128 1.00000 329
1.12277 -0.25991 -0.12073 1.40920 -0.39278 0.67879 1.69163 1.07990 -0.16735 0.11566 1.00000 926
-0.38828 1.43295 1.02441 0.42775 1.28650 0.45267 0.93457 -0.39386 0.44772 0.99540 1.00000 386
1.95966 -1.04038 -0.34976 -0.46448 -1.74844 -0.94927 -1.20738 1.41676 0.65274 1.60740 1.00000 630
-0.34904 1.15813 1.02441 -0.08528 1.26900 0.27177 0.39908 -0.35175 0.30127 0.49815 1.00000 366
0.65783 -1.99674 0.29152 -0.46448 -2.31695 -1.35629 -0.50571 0.02721 -2.15898 -0.45809 1.00000 765
-1.06244 0.67446 0.52054 -0.86598 1.19903 0.72401 -0.63497 -0.73072 -0.51881 -0.89797 1.00000 259
-1.00581 0.59751 0.52054 -0.53139 1.78503 0.65618 -0.61650 -0.73072 0.03767 -0.64934 1.00000 292
-1.08857 0.48758 1.29924 -1.13365 0.07952 1.04058 -0.69036 -0.98337 -0.46023 -1.56734 1.00000 169
-1.10893 0.55354 0.42893 -0.93290 1.50515 0.36222 -0.56111 -0.68861 -0.31379 -0.51547 1.00000 268
0.50236 -0.53472 -1.76973 -1.17826 -0.44526 -1.42412 -1.50282 -0.68861 1.35567 0.70853 1.00000 547
0.54160 0.03689 0.01668 2.59141 -0.25284 1.01797 2.00554 1.37466 0.03767 0.21128 1.00000 897
1.37849 -0.84252 -1.44910 -0.35295 -1.05749 -1.10756 -0.89348 0.82726 1.35567 1.66477 1.00000 603
0.93680 -1.27123 -1.03685 1.23076 -1.52979 0.43006 1.34080 1.54309 -0.92885 0.28778 1.00000 811
0.85543 -1.29321 -1.22007 1.43151 -1.72220 0.61095 1.47005 1.20623 -1.30961 0.17303 1.00000 814
0.49510 -0.52373 -1.81554 -1.17826 -0.44526 -1.42412 -1.42896 -0.60440 1.47282 0.72765 1.00000 548
0.69270 -2.01872 -1.63232 -1.28979 -0.87382 -1.65024 -0.93041 -0.18332 -2.56902 -0.26684 1.00000 706
-0.63814 0.92729 0.84118 -0.04067 2.13488 0.79185 -0.43185 -0.60440 0.03767 -0.03734 1.00000 322
2.19213 -1.06237 -0.85362 -0.86598 -1.21492 -1.08495 -1.44743 1.29044 0.79918 1.56915 1.00000 638
-0.85034 0.78438 1.43666 -0.21911 1.04160 1.67371 0.26982 -0.77283 -0.05019 -0.84059 1.00000 210
-1.63050 0.75141 0.10829 -0.04067 0.05328 0.92752 -0.46878 -1.78341 0.41843 -1.62471 1.00000 27
0.92517 -1.54604 -1.35748 -1.93665 -1.40734 -1.44674 -1.37357 -0.09911 -1.33890 0.45990 1.00000 672
1.09953 -1.35917 -0.12073 0.94078 -1.54728 -0.54226 0.47294 1.75362 -1.16316 0.13478 1.00000 781
1.00654 -0.19396 0.10829 1.85532 -0.68140 0.92752 1.89475 1.07990 -0.13806 0.23040 1.00000 923
0.92517 -1.91979 -1.31168 -1.22287 -0.64642 -1.55980 -0.57957 0.49040 -2.51045 0.05828 1.00000 713
0.96730 -0.58969 -1.22007 -0.46448 -0.31406 -1.26584 -0.83808 -0.14122 0.97491 1.45440 1.00000 576
0.37887 0.19078 -0.99104 -0.01836 0.17573 -1.10756 -0.09948 0.02721 1.64856 1.20578 1.00000 507
-1.01009 0.54255 0.65796 -0.66523 1.01536 1.47021 -0.21027 -1.23601 -0.57739 -1.12746 1.00000 230
0.09265 0.14681 -1.12846 -0.48678 0.00955 -1.26584 -0.56111 -0.26754 1.03349 0.88065 1.00000 502
-0.97959 0.61949 0.84118 -0.62062 1.11157 1.62849 -0.28413 -1.27812 -0.69454 -1.24221 1.00000 222
0.76244 -1.63398 -0.99104 -1.35670 -0.62893 -1.33368 -0.91194 0.53251 -1.22174 0.00091 1.00000 684
-1.00581 0.63049 0.93279 -1.06673 0.21071 1.06319 -0.52418 -1.06758 -0.05019 -1.54821 1.00000 153
-0.40427 1.38897 0.88699 0.47236 1.20778 0.40744 0.93457 -0.43597 0.50629 0.86153 1.00000 385
0.05341 -0.07304 -0.62459 -1.22287 0.47310 -1.40151 -0.32106 -0.77283 0.06696 0.70853 1.00000 479
0.19289 -0.02907 -0.57879 -0.95520 0.13199 -1.24323 -0.76422 -0.73072 0.38914 0.72765 1.00000 485
-0.21969 1.27905 1.34504 0.11547 1.35647 0.22655 0.15903 -0.30965 0.38914 0.70853 1.00000 355
1.01379 -0.56770 -1.31168 -0.35295 -0.34030 -1.40151 -0.76422 0.11143 1.06278 1.62652 1.00000 578
0.91355 -0.56770 -1.08265 2.05607 -0.98752 -0.06741 1.41466 1.54309 -1.07530 -0.15209 1.00000 837
