Cement BlastFurnaceSlag FlyAsh Water Superplasticizer CoarseAggregate FineAggregate Age Y outlier number
0.06541 1.36952 -0.84714 0.48879 -1.03914 -0.52652 -0.69606 -0.27973 0.17859 1.00000 651
-0.63441 -0.23303 1.05856 -1.21662 0.56864 0.53246 0.08759 -0.67568 -1.06590 1.00000 986
-0.66217 -0.85689 1.10389 -1.05732 0.26718 1.44733 0.32344 -0.50147 -0.26758 1.00000 750
1.37697 0.37576 -0.84714 -1.31501 1.72424 -1.55462 1.41657 0.71806 1.75965 1.00000 568
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 -0.27973 2.12497 1.00000 340
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 -0.61233 -0.77364 1.00000 931
-0.48985 -0.85689 1.00228 0.65277 -0.26874 0.72676 -0.18694 -0.50147 -0.94253 1.00000 758
-1.07479 -0.36754 1.09608 -1.09012 0.76962 1.38814 0.28226 -0.27973 -0.28135 1.00000 1004
-0.60282 -0.22375 1.08826 -1.91002 0.95384 1.32252 0.23859 -0.67568 -0.50294 1.00000 598
-0.29838 -0.85689 0.64896 0.47942 -0.15151 -0.30906 1.04346 -0.50147 -0.66824 1.00000 604
-1.22988 0.82104 -0.84714 -0.16245 0.30068 0.34460 0.60670 -0.27973 -1.00661 1.00000 751
-1.16861 1.30806 -0.84714 -0.27958 0.85336 0.21464 0.19117 -0.27973 -0.18254 1.00000 581
-0.43241 0.96367 -0.84714 0.48879 -1.03914 -0.00410 -0.30548 -0.67568 -1.33240 1.00000 924
-1.20978 -0.85689 1.38529 0.54970 0.48491 -1.23165 1.17448 -0.27973 -1.56178 1.00000 373
2.47791 -0.85689 -0.84714 -0.91676 -0.62045 1.05616 -1.21767 -0.27973 1.56142 1.00000 630
-0.93119 0.56477 -0.84714 1.02759 -1.03914 -0.17653 0.32968 -0.67568 -1.85164 1.00000 184
-0.41135 0.98454 -0.84714 0.19363 -1.03914 0.87087 -0.49017 -0.27973 -0.53349 1.00000 1003
0.64939 -0.85689 -0.84714 0.48879 -1.03914 0.95323 0.40455 4.97849 0.37802 1.00000 760
0.27602 -0.85689 -0.84714 0.48879 -1.03914 0.50287 0.70404 -0.27973 -0.47839 1.00000 498
-0.41805 1.89714 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 5.05768 0.19057 1.00000 527
-0.28498 -0.85689 1.00228 0.53096 -0.06777 0.90948 -0.24059 0.86060 0.25944 1.00000 11
-0.41231 -0.85689 0.62395 0.24048 0.13320 -0.29619 0.91617 0.86060 0.50798 1.00000 463
-0.30700 -0.85689 0.69743 -1.09949 1.10457 0.19148 1.44028 -0.27973 -0.29752 1.00000 390
0.16114 -0.85689 0.82562 1.33213 0.80311 -1.19562 -0.36912 -0.27973 -0.23644 1.00000 932
-0.85364 2.48273 -0.84714 0.48879 -1.03914 -0.55483 -0.71728 -0.27973 0.20973 1.00000 878
-1.35146 0.68537 0.76309 0.86361 0.13320 -0.73239 -0.25682 -0.27973 0.03725 1.00000 584
-0.41231 -0.85689 0.62395 0.24048 0.13320 -0.29619 0.91617 0.16373 0.22590 1.00000 953
0.04913 1.47273 -0.84714 -1.72730 0.83661 0.40765 0.37585 0.71806 2.45436 1.00000 579
0.47707 -0.85689 -0.84714 0.48879 -1.03914 0.67014 0.59173 -0.27973 -0.24422 1.00000 210
-1.20212 1.96671 -0.84714 -0.05937 0.75287 0.63154 -0.94688 -0.27973 0.09235 1.00000 865
-0.87279 1.34633 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 5.05768 1.07033 1.00000 766
0.50579 -0.65280 1.62292 0.34824 1.52327 -0.07616 -1.75425 -0.27973 0.50978 1.00000 887
0.64939 -0.85689 -0.84714 0.48879 -1.03914 1.06903 0.44199 -0.67568 -1.19466 1.00000 389
0.39090 -0.85689 -0.84714 1.00416 -1.03914 0.01391 0.32968 2.12764 -0.37298 1.00000 561
0.54312 1.33474 -0.84714 -0.31238 0.55190 -0.36310 -0.22188 -0.27973 0.84336 1.00000 640
-0.74355 2.68334 -0.84714 1.02759 -1.03914 -0.12248 -1.79169 -0.27973 0.35107 1.00000 134
0.14199 -0.85689 -0.84714 0.48879 -1.03914 1.44218 -0.10707 -0.27973 -0.84850 1.00000 848
0.21858 0.02440 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 5.05768 1.16436 1.00000 128
-1.22701 0.82452 -0.84714 -0.16713 0.30068 0.34846 0.60421 -0.27973 -1.00661 1.00000 852
-1.30360 -0.85689 1.95122 0.95731 0.30068 -1.91619 1.19070 -0.27973 -1.51387 1.00000 166
0.32389 0.73175 -0.84714 -1.71325 -0.05102 2.02121 -0.35665 -0.27973 2.75081 1.00000 785
-0.86992 -0.85689 1.11015 -0.92145 0.61889 1.48207 0.36212 -0.67568 -1.57914 1.00000 397
-1.02788 0.22617 1.65262 -0.43419 0.58539 0.44111 -0.33668 0.16373 0.78886 1.00000 448
1.85564 -0.85689 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 2.12764 0.40737 1.00000 824
0.58237 -0.41624 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 2.12764 0.97631 1.00000 125
-0.24573 1.11789 -0.84714 0.19363 -1.03914 0.69073 -0.61495 -0.61233 -1.11261 1.00000 267
2.09498 -0.85689 -0.84714 0.86361 -1.03914 1.95688 -2.00382 3.55307 1.15837 1.00000 136
0.30187 -0.85689 -0.84714 -0.16245 0.30068 0.34460 0.60670 -0.27973 -0.64189 1.00000 558
-0.28498 -0.85689 1.00228 0.32481 -0.06777 0.71389 -0.19817 0.16373 0.06899 1.00000 884
1.04094 1.33474 -0.84714 -1.67108 2.64537 -0.36310 -0.22188 -0.61233 1.39373 1.00000 468
0.40718 2.42243 -0.84714 0.10461 0.68588 -0.38884 -1.41858 0.16373 2.65798 1.00000 368
0.49143 0.79553 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 -0.61233 -0.33166 1.00000 519
-0.25052 0.29111 0.35662 0.34824 -0.03428 -0.69379 -0.30673 -0.27973 -0.12085 1.00000 696
0.30474 -0.85689 -0.84714 -0.16713 0.30068 0.34846 0.60421 -0.27973 -0.64189 1.00000 755
0.21858 0.02440 -0.84714 2.17546 -1.03914 -0.52652 -1.29254 0.70222 0.80083 1.00000 657
-0.59612 -0.85689 1.09295 -1.08075 0.85336 1.36112 0.26604 -0.27973 -0.33525 1.00000 345
0.16114 -0.85689 0.82562 -0.82306 1.13807 -0.25630 0.13002 -0.27973 0.00252 1.00000 164
-1.20786 -0.85689 1.38842 0.53564 0.46816 0.95323 -0.95562 -0.27973 -1.39888 1.00000 795
-1.33902 1.60144 -0.84714 1.02759 -1.03914 -0.01440 -0.31297 0.70222 0.23009 1.00000 377
0.94138 0.89641 -0.84714 -1.29627 1.62375 2.07654 -2.10365 -0.27973 0.98110 1.00000 327
-0.29838 -0.85689 -0.84714 0.02027 -1.03914 1.63519 0.57925 -0.27973 -0.89521 1.00000 199
-0.42380 0.20646 0.27064 3.06096 -0.03428 -1.54432 -0.97558 -0.27973 -0.43048 1.00000 888
-0.28498 -0.85689 1.00228 0.32481 -0.06777 0.71389 -0.19817 -0.27973 -0.36939 1.00000 394
-1.51804 1.27560 -0.84714 1.02759 -1.03914 -0.18939 0.33093 0.70222 -0.15739 1.00000 900
-0.39795 3.31068 -0.84714 0.19363 -1.03914 -0.40299 -1.36367 -0.27973 0.21692 1.00000 326
0.52493 -0.85689 -0.84714 0.02027 -0.53671 0.16832 0.54182 -0.27973 0.54152 1.00000 912
-0.27924 0.26791 0.34099 0.58250 0.30068 -1.77465 0.59173 -0.27973 -0.14481 1.00000 663
-1.02788 0.22617 1.65262 -0.43419 0.58539 0.44111 -0.33668 -0.67568 -1.19765 1.00000 298
-1.22701 0.32589 -0.84714 0.48879 -1.03914 -1.09268 2.11537 0.70222 -0.56882 1.00000 634
-0.43241 -0.85689 -0.84714 0.53564 -1.03914 -0.06329 1.39036 5.05768 -0.64308 1.00000 917
0.23103 1.50288 -0.84714 1.02759 -1.03914 -0.09675 -1.77921 -0.27973 0.45288 1.00000 864
-1.09489 2.04440 -0.84714 1.02759 -1.03914 0.03450 -1.01053 -0.61233 -1.20184 1.00000 481
1.37697 0.37576 -0.84714 -1.31501 1.72424 -1.55462 1.41657 -0.27973 1.46560 1.00000 130
-0.47262 -0.85689 1.05387 -0.35454 0.08296 1.07418 0.06139 -0.67568 -1.22041 1.00000 86
-1.10160 -0.85689 1.70578 -0.23741 -0.28549 1.10249 0.08135 0.16373 -0.43048 1.00000 631
0.31240 -0.85689 0.91317 -0.54663 0.65238 -0.61273 0.11630 -0.27973 0.15823 1.00000 329
-0.66217 0.78161 -0.84714 1.02759 -1.03914 0.00619 -0.29425 -0.67568 -1.73725 1.00000 165
1.51100 1.19558 -0.84714 0.20768 0.81986 -1.13257 -0.81960 0.16373 2.14893 1.00000 950
0.43398 -0.85689 1.30869 0.81676 0.76962 -2.21085 0.23609 -0.27973 0.16841 1.00000 193
0.23103 1.50288 -0.84714 1.02759 -1.03914 -0.09675 -1.77921 0.70222 1.12483 1.00000 122
0.30762 0.82452 -0.84714 -0.14371 0.30068 -1.36032 0.62917 -0.27973 0.30615 1.00000 467
-0.29838 -0.85689 0.64896 0.47942 -0.15151 -0.30906 1.04346 -0.27973 -0.51492 1.00000 501
-0.94938 -0.33275 1.06012 -0.53258 0.33418 1.11278 0.08884 0.86060 0.76969 1.00000 507
0.14008 -0.85689 -0.84714 0.19363 -1.03914 1.52454 -0.05341 -0.61233 -1.25634 1.00000 2
0.21858 0.76654 -0.84714 1.51953 -0.03428 -1.00261 -0.64365 -0.27973 -0.14361 1.00000 1020
1.51100 1.19558 -0.84714 0.20768 0.81986 -1.13257 -0.81960 -0.27973 1.80756 1.00000 222
0.36027 1.60724 -0.84714 -1.21193 1.35579 -1.55462 1.33296 -0.67568 -0.63590 1.00000 771
0.71640 -0.85689 1.37279 0.53564 0.80311 -2.21214 0.05515 -0.27973 0.30256 1.00000 908
1.10891 -0.65744 1.62292 -0.68250 2.44440 -0.07616 -1.75425 -0.27973 1.18772 1.00000 862
-1.27488 1.17239 -0.84714 -0.49510 -0.70419 0.34846 0.67908 -0.27973 -0.53289 1.00000 625
-0.03894 -0.85689 0.67554 -0.98236 0.93710 0.01262 1.27306 0.86060 1.18712 1.00000 396
-1.08915 0.64942 1.16330 -0.28426 0.26718 0.42953 -0.33668 -0.50147 -0.24003 1.00000 839
-0.94938 -0.33275 1.06012 -0.53258 0.33418 1.11278 0.08884 0.16373 0.46007 1.00000 676
0.14199 -0.85689 -0.84714 0.20768 -1.03914 1.50652 -0.05716 -0.27973 -0.63709 1.00000 171
-1.08915 0.64942 1.16330 -0.28426 0.26718 0.42953 -0.33668 0.86060 1.06854 1.00000 764
0.07498 -0.85689 -0.84714 0.48879 -1.03914 -0.76842 1.51889 -0.61233 -1.27072 1.00000 275
2.00882 -0.55539 1.07575 1.33213 -0.38598 -1.16988 -0.93066 -0.27973 1.18173 1.00000 32
0.19944 -0.85689 -0.84714 1.00416 -1.03914 0.01391 0.54182 -0.27973 -0.84251 1.00000 921
-1.24041 -0.85689 0.90222 0.13272 0.28393 0.24552 0.52809 -0.27973 -1.41565 1.00000 79
-0.19308 0.30270 0.37226 0.91046 0.46816 -1.40150 -0.15699 -0.27973 -0.20470 1.00000 198
0.49143 0.79553 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 0.70222 0.11391 1.00000 775
-1.30360 -0.85689 1.24772 -0.02658 0.80311 0.07825 0.47942 -0.27973 -1.35456 1.00000 1028
-0.94938 -0.33275 1.06012 -0.53258 0.33418 1.11278 0.08884 -0.67568 -1.70671 1.00000 354
-0.86992 -0.85689 1.11015 -0.70125 0.61889 1.36498 0.31595 0.86060 -0.13523 1.00000 695
2.47791 -0.85689 -0.84714 -0.40139 -1.03914 1.95688 -2.00382 -0.50147 1.43386 1.00000 7
-0.98767 0.64826 1.00697 -0.07812 -0.43622 0.44239 -0.33418 -0.27973 0.20015 1.00000 956
-0.25052 -0.85689 -0.84714 0.48879 -1.03914 -1.06952 2.13908 -0.27973 -1.02218 1.00000 205
0.36027 1.60724 -0.84714 -1.21193 1.35579 -1.55462 1.33296 -0.61233 -0.14481 1.00000 412
-0.27445 -0.85689 -0.84714 0.19363 -1.03914 1.78445 0.13376 -0.61233 -1.45757 1.00000 156
-0.64781 -0.85689 1.87618 -1.26347 0.92035 1.02142 0.02395 -0.50147 -0.12684 1.00000 296
0.31432 -0.85689 0.91942 -0.54195 0.63564 -0.61659 0.11754 -0.27973 0.15823 1.00000 644
0.64939 -0.85689 -0.84714 0.48879 -1.03914 0.95323 0.40455 0.70222 0.21991 1.00000 93
-1.21743 1.16080 2.04502 2.17546 0.13320 -1.64598 -2.01630 -0.27973 -0.68740 1.00000 602
0.27602 -0.85689 -0.84714 0.48879 -1.03914 0.50287 0.70404 0.70222 -0.00347 1.00000 304
-1.18871 1.87974 -0.84714 0.48879 -1.03914 -0.48277 0.09508 -0.67568 -1.56477 1.00000 534
0.88872 1.33705 -0.84714 -0.53726 0.65238 -0.60243 -0.21065 0.16373 1.65185 1.00000 187
-0.03894 -0.85689 0.67554 -0.98236 0.93710 0.01262 1.27306 -0.67568 -0.75927 1.00000 355
-0.66217 -0.85689 1.10389 -1.05732 0.26718 1.44733 0.32344 0.86060 0.71879 1.00000 202
0.77959 1.33474 -0.84714 -0.78089 0.90360 -0.36310 -0.22188 -0.67568 -0.03102 1.00000 973
-0.63441 -0.23303 1.05856 -1.21662 0.56864 0.53246 0.08759 0.86060 1.24641 1.00000 779
0.94616 0.24472 -0.84714 2.17546 -1.03914 -0.52652 -2.24092 3.55307 0.31933 1.00000 459
-1.51804 1.27560 -0.84714 1.02759 -1.03914 -0.18939 0.33093 -0.67568 -1.94626 1.00000 520
-0.86992 -0.85689 1.11015 -0.92145 0.61889 1.48207 0.36212 0.86060 0.27381 1.00000 635
0.27602 -0.85689 -0.84714 0.48879 -1.03914 0.50287 0.70404 -0.67568 -1.43541 1.00000 91
0.64939 -0.85689 -0.84714 0.48879 -1.03914 1.06903 0.44199 -0.27973 -0.13223 1.00000 1002
