Max_temperature Min_temperature Dewpoint Precipitation Sea_level_pressure Standard_pressure Visibility Wind_speed Max_wind_speed Y outlier number
0.61243 -0.41041 0.57427 -0.29348 -0.73476 -0.62929 0.79915 0.34424 0.90677 0.59809 1.00000 410
-0.52374 -0.44789 0.38011 0.24898 0.55594 0.38331 -1.56765 -1.43157 -1.35435 -0.25619 1.00000 1111
-1.04984 -1.32487 -1.32106 -0.02225 0.15880 -0.33998 -1.83814 -1.01722 -0.56668 -1.24638 1.00000 706
-0.14315 -0.65027 -0.27632 -0.29348 0.25808 0.02167 -0.82380 -1.05339 -0.74677 -0.52154 1.00000 1381
1.83255 2.04815 1.05503 -0.29348 -1.77724 -1.64189 0.52866 0.80135 0.28828 2.00247 1.00000 549
1.42957 1.23863 1.33240 -0.29348 -1.38011 -0.99093 0.59628 -0.82648 -0.56668 1.42001 1.00000 1160
0.18147 -0.32796 0.95333 0.24898 -0.58583 -0.41230 0.32579 -0.67521 -0.74677 0.40393 1.00000 642
-1.15058 -0.62029 -0.18386 -0.29348 0.45665 -0.05066 -3.46109 -1.16849 -0.95597 -0.82571 1.00000 321
-1.04984 -0.65027 -0.72010 0.24898 0.15880 -0.12299 0.12292 1.58073 0.90677 -0.84513 1.00000 985
0.36057 1.23863 1.53580 0.79145 -0.08941 0.09400 0.32579 0.08115 0.50657 0.63045 1.00000 303
-0.08158 -0.43290 -0.09141 -0.29348 0.30773 0.38331 0.66391 -0.59957 -0.95597 -0.07498 1.00000 1371
1.28965 1.08872 1.27692 -0.29348 -1.13190 -0.70162 0.59628 -0.67521 -1.16698 1.29057 1.00000 167
1.59188 1.42602 1.14749 -0.29348 -1.08225 -0.33998 0.52866 -0.03394 0.08819 1.66594 1.00000 842
1.39039 1.64339 1.67448 -0.29348 -1.57868 -1.06326 0.59628 1.02826 0.08819 1.52356 1.00000 570
1.16652 1.02125 1.40636 0.79145 -0.78440 -0.48463 0.66391 0.19297 1.36154 0.97993 1.00000 1422
0.60123 0.41411 0.72219 -0.29348 -0.33762 -0.12299 0.66391 -0.56340 -0.36659 0.70811 1.00000 1530
1.26726 0.59400 0.66672 -0.29348 -0.13905 0.67263 0.59628 1.02826 1.36154 1.14172 1.00000 673
-1.08902 -0.38043 -0.81256 0.24898 0.30773 0.16632 0.73153 -0.33649 1.76174 -0.85807 1.00000 1159
-0.52374 -0.92011 -0.51670 -0.29348 1.44950 1.54057 -2.71724 -1.58285 -1.56354 -0.92279 1.00000 96
-1.71587 -1.45980 -1.64465 0.24898 0.55594 -0.41230 0.46104 -0.59957 -0.56668 -1.60880 1.00000 301
-0.94910 -0.54533 -0.51670 0.24898 0.10916 -0.41230 0.39341 0.26860 -0.36659 -0.85807 1.00000 1204
0.52288 0.64647 0.75918 -0.29348 -0.18870 0.02167 0.79915 -0.41213 -0.74677 0.41041 1.00000 1072
0.92585 0.96879 1.08277 -0.29348 -0.53619 -0.05066 1.00202 -0.48776 1.76174 0.76636 1.00000 618
0.13670 0.69894 0.72219 -0.29348 -0.03977 0.16632 0.32579 -0.90212 -0.74677 0.31333 1.00000 1068
1.28965 1.50847 1.15673 -0.29348 -1.42975 -0.77395 0.73153 0.45934 0.08819 1.33588 1.00000 1237
-0.24389 0.56402 0.57427 0.24898 0.40701 0.67263 0.73153 -0.67521 -0.56668 0.01562 1.00000 407
1.14413 0.88633 0.48181 -0.29348 -0.53619 -0.33998 0.46104 1.29134 0.28828 1.21938 1.00000 1571
0.72437 1.10371 0.62974 -0.29348 0.00987 0.67263 0.46104 1.10389 -0.11191 0.86990 1.00000 50
-0.72522 0.42910 0.30615 4.04624 -0.23834 -0.33998 -0.01232 0.68625 -0.36659 -0.26914 1.00000 1413
0.15908 0.12928 0.44483 -0.29348 0.40701 0.60030 0.46104 -0.41213 0.50657 0.07387 1.00000 227
-1.20096 -1.24242 -1.24709 -0.29348 1.05236 0.45564 -0.82380 -1.35594 -1.16698 -1.27227 1.00000 906
1.56949 1.42602 1.02730 -0.29348 -0.63548 0.23865 0.46104 0.04169 0.08819 1.66594 1.00000 537
-0.24389 0.22672 0.01029 -0.29348 0.00987 -0.12299 0.59628 -0.22139 -0.74677 -0.09440 1.00000 876
1.69262 1.07372 0.62049 -0.29348 -0.68512 -0.41230 0.46104 1.02826 0.08819 1.60769 1.00000 1311
0.05834 0.15926 0.34313 -0.29348 0.25808 0.23865 -0.14757 -1.28030 -0.95597 -0.02321 1.00000 233
1.21689 1.17117 1.28617 -0.29348 -1.23118 -0.77395 0.52866 0.00552 -0.11191 1.18055 1.00000 619
-1.55356 -1.86456 -2.07919 -0.29348 2.34305 1.75756 -0.48568 -1.01722 -0.36659 -1.76413 1.00000 18
1.73180 1.32108 -0.35028 -0.29348 -0.43691 -0.05066 0.59628 -0.44830 -0.11191 1.56239 1.00000 152
-0.78679 0.03933 0.37087 0.79145 -0.28798 -0.55696 -1.36478 -0.59957 -0.95597 -0.38563 1.00000 572
-0.02002 -0.11058 -0.25783 -0.29348 0.05952 0.09400 0.25817 -0.37266 -0.74677 -0.05557 1.00000 1121
1.18891 1.13369 0.40785 -0.29348 -0.53619 -0.05066 0.32579 -0.10958 0.08819 1.08995 1.00000 1447
0.80272 0.36164 0.51879 -0.29348 -1.03261 -0.84628 1.00202 -0.14575 0.50657 0.66281 1.00000 311
0.98742 0.63148 0.77767 -0.29348 -0.93333 -0.55696 0.59628 0.23243 0.08819 0.96051 1.00000 295
1.46875 0.93880 0.90710 -0.29348 -0.08941 0.74495 0.32579 -0.67521 0.08819 1.31646 1.00000 588
0.36057 0.83386 0.79616 1.33391 -1.52903 -1.71422 0.25817 -0.29703 0.50657 0.28097 1.00000 1538
-0.94910 -1.29489 -1.09917 -0.29348 1.44950 1.03427 -1.70289 0.34424 5.72734 -1.05870 1.00000 1272
-1.32968 -0.41790 -0.49821 0.79145 0.70486 0.23865 -0.41806 -1.05339 -1.16698 -0.95515 1.00000 217
0.03595 -0.77020 -0.47972 -0.29348 0.65522 0.52797 0.46104 -1.16849 -1.16698 -0.38563 1.00000 612
-1.25133 -0.92011 -1.52446 -0.29348 -0.03977 -0.48463 0.79915 0.91316 0.08819 -1.20755 1.00000 569
1.39039 1.23863 1.15673 -0.29348 0.30773 0.88961 0.25817 1.61362 4.29026 1.33588 1.00000 742
-1.85579 -1.27241 -1.73711 -0.29348 1.05236 0.88961 0.66391 -0.48776 -0.74677 -1.64116 1.00000 1377
-1.25133 -0.78519 -1.39502 -0.29348 1.54878 1.17893 0.46104 -0.37266 -0.36659 -1.18814 1.00000 114
1.34562 1.40353 1.45259 -0.29348 -2.22402 -1.85888 0.73153 0.23243 2.18013 1.12878 1.00000 1400
1.36801 1.37355 1.35089 -0.29348 -1.03261 -0.41230 0.52866 0.00552 -0.11191 1.45884 1.00000 513
-0.68604 -0.65027 -0.53519 -0.29348 0.60558 0.31098 -0.48568 -1.20467 -0.95597 -0.73511 1.00000 815
0.25983 0.02434 0.01029 -0.29348 -0.78440 -0.99093 0.66391 0.04169 0.08819 0.21625 1.00000 40
-0.68604 -0.53034 -0.31330 0.24898 1.00272 0.67263 -2.64961 -1.58285 -1.56354 -0.83218 1.00000 89
0.60123 0.69894 0.87937 -0.29348 0.15880 0.52797 0.66391 -0.82648 -0.11191 0.50748 1.00000 314
0.29900 0.56402 0.92559 -0.29348 -1.28082 -1.49724 0.79915 0.04169 -0.11191 0.46865 1.00000 921
-0.32225 0.02434 0.45408 2.41884 -0.83404 -1.35258 -0.01232 -0.37266 0.08819 -0.12028 1.00000 754
-2.15802 -2.53917 -2.70788 -0.29348 1.74735 1.39591 -1.16191 -1.58285 -1.56354 -2.41131 1.00000 680
-1.99571 -3.21377 -3.58620 -0.29348 2.93876 1.82988 -0.95904 -1.39540 -1.16698 -2.66371 1.00000 271
1.10495 0.66896 1.00880 -0.29348 -0.08941 0.16632 0.59628 -0.52394 -0.56668 0.98640 1.00000 1181
1.08816 1.37355 0.62049 -0.29348 0.00987 0.02167 -0.62093 1.14007 0.28828 1.10289 1.00000 76
1.49114 1.23863 0.32464 -0.29348 -0.48655 -0.05066 0.32579 1.14007 0.90677 1.45237 1.00000 466
-0.64687 -0.97258 -0.80331 1.87638 1.39985 1.39591 -1.29716 -1.47104 -1.56354 -0.89043 1.00000 1238
-0.48456 -0.92011 -0.47972 0.24898 1.10200 0.74495 -3.05535 -1.39540 -1.16698 -0.92279 1.00000 1574
-0.87074 -0.11058 0.01954 0.24898 0.10916 -0.12299 -0.48568 -0.44830 -0.56668 -0.65745 1.00000 868
-0.82597 -0.11058 -0.32255 1.33391 -0.23834 -0.62929 -0.01232 -0.97776 -0.95597 -0.63156 1.00000 317
1.14413 1.13369 1.51731 -0.29348 -0.43691 0.23865 0.12292 0.26860 1.36154 0.94109 1.00000 803
-0.52374 -0.11058 -0.39651 -0.29348 1.25093 1.54057 0.79915 1.02826 0.50657 -0.31444 1.00000 1512
-1.45281 -0.54533 -1.08992 0.79145 -1.57868 -2.79915 -1.56765 2.17267 1.36154 -1.14930 1.00000 522
-0.60769 -1.24242 -0.95124 -0.29348 0.15880 -0.12299 0.46104 -0.56340 -0.11191 -0.73511 1.00000 584
0.96503 1.47849 1.35089 0.24898 -0.78440 -0.26765 0.59628 1.48207 1.76174 1.08995 1.00000 463
-0.00323 -1.33987 -1.17313 -0.29348 1.30057 1.10660 -0.41806 -0.97776 -0.74677 -0.87749 1.00000 893
0.38296 0.02434 -0.10990 -0.29348 -0.18870 0.16632 0.66391 0.15679 0.08819 0.28097 1.00000 778
1.16652 1.74833 1.29541 -0.29348 -0.83404 -0.19532 0.73153 0.91316 0.50657 1.33588 1.00000 31
-0.60769 -0.92011 -0.95124 -0.29348 1.44950 1.32358 -1.50002 -1.12903 -0.56668 -1.03281 1.00000 1573
0.20945 -0.68025 -0.09141 -0.29348 1.25093 1.46824 -1.50002 -0.75085 -0.36659 -0.11381 1.00000 191
-1.41364 -1.32487 -1.77409 -0.29348 0.75451 0.45564 0.19055 1.10389 0.50657 -1.36935 1.00000 959
0.31020 0.05432 0.05652 -0.29348 0.25808 0.60030 0.52866 -0.48776 -0.95597 0.39746 1.00000 1090
-1.78303 -2.35177 -2.01447 0.24898 0.50629 -0.48463 -0.41806 0.04169 -0.36659 -1.86768 1.00000 671
-0.74761 -0.08060 -0.01744 -0.29348 0.35737 0.23865 -0.35044 1.10389 0.28828 -0.54095 1.00000 458
-0.47336 -1.18995 -1.29332 -0.29348 0.40701 0.16632 0.25817 -1.05339 -0.74677 -0.96809 1.00000 792
0.25983 -0.86764 -0.83105 -0.29348 -0.33762 -0.48463 0.39341 -0.41213 -0.36659 -0.10087 1.00000 746
-0.20471 -0.35044 -0.16537 -0.29348 -0.43691 -0.62929 0.79915 -0.26085 0.08819 -0.22383 1.00000 364
-0.94910 -0.54533 -0.12839 0.24898 -0.18870 -0.55696 -1.83814 0.11733 0.08819 -0.73511 1.00000 497
-0.46777 0.05432 -0.45198 -0.29348 -0.28798 -0.62929 0.25817 0.61061 1.10687 -0.33385 1.00000 194
-1.17297 -0.70274 -1.20087 -0.29348 0.75451 0.16632 0.73153 -0.41213 -0.56668 -1.14283 1.00000 531
-0.94910 -0.46288 -0.37802 -0.29348 -0.03977 -0.33998 -0.48568 -1.12903 -1.16698 -0.78688 1.00000 1313
-0.70843 -1.49727 -1.81107 -0.29348 2.14449 1.82988 0.66391 -1.43157 -1.56354 -1.36287 1.00000 840
0.22065 0.61649 0.88861 0.24898 -0.83404 -0.84628 0.66391 -0.44830 -0.11191 0.29391 1.00000 1427
0.15908 0.80388 0.87012 1.87638 -0.63548 -0.70162 0.19055 0.76188 1.36154 0.35216 1.00000 441
-0.64687 -0.78519 -0.18386 -0.29348 0.15880 0.02167 0.05530 0.57444 0.08819 -0.61214 1.00000 1176
1.06577 0.61649 0.92559 -0.29348 0.10916 0.81728 0.32579 -0.18522 0.08819 1.03170 1.00000 738
0.96503 0.51155 0.62049 -0.29348 0.00987 0.96194 -0.41806 1.29134 0.70667 0.86990 1.00000 219
0.79153 0.83386 0.61125 -0.29348 0.25808 0.96194 0.05530 1.06443 0.28828 0.67575 1.00000 122
-1.32968 -1.48978 -1.82031 -0.29348 1.59842 1.10660 0.52866 0.34424 0.50657 -1.36935 1.00000 1307
-0.31665 -0.73272 -0.75708 -0.29348 -0.38726 -0.55696 0.39341 0.19297 1.36154 -0.48271 1.00000 958
1.36801 1.37355 1.30466 -0.29348 -0.08941 0.31098 0.46104 2.04113 0.90677 1.44590 1.00000 1374
-0.48456 -1.45980 -1.15464 -0.29348 1.10200 1.17893 0.12292 -1.35594 -0.00095 -0.85807 1.00000 838
-0.26628 -0.32796 0.08426 -0.29348 -0.33762 -0.48463 -0.89142 -0.29703 -0.36659 -0.19795 1.00000 856
1.16652 0.51155 0.28766 -0.29348 -0.98297 -0.55696 0.25817 1.84381 2.36204 1.10936 1.00000 1135
-0.67485 -1.05503 -1.43200 -0.29348 1.30057 1.10660 0.32579 0.83752 6.14573 -0.94868 1.00000 816
1.10495 1.29110 1.37862 -0.29348 -0.58583 0.02167 0.86677 -0.29703 -0.36659 1.21938 1.00000 871
0.88668 1.00626 0.94409 -0.29348 -0.78440 -0.41230 0.66391 -0.41213 0.70667 1.01876 1.00000 59
-0.08158 0.02434 0.17671 -0.29348 0.90343 1.25125 0.39341 1.67939 1.54345 -0.10087 1.00000 785
-0.62448 -0.32796 -0.38726 -0.29348 0.15880 -0.19532 0.66391 0.00552 0.08819 -0.58626 1.00000 956
0.15908 -0.41041 0.87937 -0.29348 -0.13905 0.31098 0.39341 0.57444 -0.36659 0.30686 1.00000 563
0.96503 1.35856 1.23070 -0.29348 -0.58583 -0.33998 0.79915 -0.14575 -0.36659 1.14819 1.00000 1329
-0.64687 -0.89013 -0.64614 -0.29348 0.25808 -0.26765 -0.68855 0.04169 0.08819 -0.69628 1.00000 790
1.28965 0.80388 0.94409 -0.29348 0.30773 0.96194 -0.01232 -1.24413 -1.16698 0.93462 1.00000 511
-0.20471 0.02434 0.47257 -0.29348 -0.38726 -0.77395 -0.95904 -0.10958 -0.11191 -0.12676 1.00000 1227
-1.17297 -1.32487 -1.86654 0.24898 1.10200 1.32358 0.93440 2.30421 1.36154 -1.25933 1.00000 1282
-0.74761 -0.24551 -0.38726 0.24898 -0.63548 -0.91861 0.46104 -0.07012 -0.36659 -0.46976 1.00000 493
0.56206 0.22672 0.58351 -0.02225 -1.38011 -1.71422 0.05530 -0.75085 -0.74677 0.48160 1.00000 1211
1.16652 1.29110 1.48957 -0.29348 -0.68512 -0.05066 0.66391 0.23243 0.50657 1.28410 1.00000 371
-0.24389 -0.83766 -0.44274 -0.29348 0.40701 0.09400 0.59628 -0.86595 -0.74677 -0.50212 1.00000 273
-0.60769 -1.08501 -0.72010 -0.29348 1.39985 1.46824 -2.78486 -0.90212 0.50657 -1.12989 1.00000 200
-1.73266 -1.89454 -2.05145 -0.29348 2.44234 1.82988 -3.46109 -0.75085 -0.74677 -1.95828 1.00000 1290
-0.90992 -0.32796 -0.84954 3.50377 -1.08225 -1.85888 0.32579 0.65007 0.70667 -0.74805 1.00000 769
1.08816 1.37355 1.67448 0.79145 -1.08225 -0.55696 0.73153 -0.63904 -0.95597 1.18055 1.00000 143
-0.50694 -0.16305 -0.08216 1.33391 0.05952 -0.12299 -0.68855 -0.07012 0.28828 -0.54095 1.00000 895
-0.88753 -0.41790 -0.33179 -0.29348 0.75451 0.45564 -1.50002 -1.09285 -1.16698 -0.70922 1.00000 156
1.01540 0.79639 0.57427 -0.29348 -0.98297 -0.55696 0.39341 -0.33649 -0.56668 0.97345 1.00000 560
-0.28307 -0.38043 -0.01744 -0.29348 1.30057 1.46824 0.05530 -0.82648 -0.56668 -0.34680 1.00000 1517
-1.75505 -1.18995 -1.72786 -0.29348 0.75451 0.38331 0.73153 0.57444 -0.11191 -1.51173 1.00000 267
1.26726 0.66896 0.60200 -0.29348 -0.08941 0.31098 0.46104 0.15679 1.10687 1.05759 1.00000 664
-0.14315 -1.04004 -0.85878 -0.29348 1.94592 2.04687 0.66391 -1.16849 -0.95597 -0.58626 1.00000 1324
-0.20471 -1.54225 -1.39502 -0.29348 -0.13905 -1.06326 0.32579 0.72571 1.36154 -0.76099 1.00000 1442
-0.17113 0.49656 0.75918 0.79145 1.00272 1.32358 -0.21519 -0.03394 -0.56668 -0.00379 1.00000 1266
0.92585 0.56402 0.18596 -0.29348 0.05952 0.38331 0.46104 -0.75085 0.28828 0.76636 1.00000 575
-0.14315 -1.18995 -0.96048 -0.29348 0.60558 0.45564 -0.41806 -0.86595 -0.74677 -0.70922 1.00000 931
-0.02002 -0.28298 -0.01744 -0.29348 -0.68512 -0.99093 0.52866 -0.22139 -0.11191 -0.06851 1.00000 472
-0.46777 0.29418 0.46332 2.96131 -0.98297 -1.20792 0.46104 1.17953 0.90677 -0.07498 1.00000 529
-0.70843 -0.41041 -0.39651 -0.29348 1.20128 1.10660 -0.21519 -0.63904 -0.74677 -0.65097 1.00000 1493
-1.65430 -2.10442 -2.33806 -0.29348 2.19413 1.46824 0.12292 -0.71467 -0.56668 -1.93887 1.00000 864
-1.70467 -2.26932 -2.76335 -0.29348 2.19413 1.39591 0.39341 -0.22139 -0.56668 -1.98417 1.00000 720
0.38296 1.02125 1.30466 0.24898 -0.13905 0.16632 0.73153 0.23243 -0.56668 0.63045 1.00000 387
-0.08158 0.29418 0.55578 -0.29348 0.00987 0.02167 0.66391 0.83752 0.28828 0.04151 1.00000 228
1.09376 0.83386 0.59276 -0.29348 -0.68512 -0.19532 0.32579 0.87698 0.90677 0.98640 1.00000 601
-1.62632 -1.36235 -2.06070 -0.29348 1.35021 0.52797 0.32579 2.00824 1.10687 -1.67352 1.00000 448
1.16652 1.59092 1.20296 -0.29348 -0.33762 0.45564 0.59628 2.00824 0.50657 1.32940 1.00000 1416
0.64041 1.10371 1.10126 -0.29348 -0.63548 -0.33998 0.59628 -0.22139 -0.56668 0.85049 1.00000 587
-0.28307 -0.21552 -0.13764 -0.29348 -0.43691 -0.70162 0.46104 0.00552 4.89056 -0.22383 1.00000 172
-1.07223 -1.18995 -1.44125 -0.29348 1.00272 0.88961 0.66391 1.40644 2.18013 -1.01987 1.00000 1102
-1.24013 -0.38043 -0.40576 -0.29348 0.40701 -0.26765 -4.81354 -1.20467 -0.95597 -0.88396 1.00000 639
0.90347 1.69586 0.84239 -0.02225 -1.38011 -1.35258 0.66391 2.27132 1.76174 1.21938 1.00000 1174
-0.04240 -0.02813 0.10275 -0.29348 1.05236 1.25125 0.32579 -1.24413 -1.35435 -0.16559 1.00000 366
-1.25133 -0.78519 -1.44125 -0.29348 0.60558 -0.12299 0.19055 2.30421 0.90677 -1.09753 1.00000 674
-0.97148 -0.24551 -0.15613 1.87638 0.25808 -0.05066 0.25817 1.10389 0.28828 -0.64450 1.00000 764
-1.35207 -0.92011 -1.24709 -0.29348 0.70486 0.09400 0.46104 1.61362 0.50657 -1.14930 1.00000 1375
-0.58530 -0.34295 0.13048 0.24898 -0.68512 -0.99093 0.66391 -0.41213 -0.36659 -0.34033 1.00000 312
-1.15058 -0.65027 -1.06218 -0.29348 0.45665 0.31098 0.79915 -0.48776 -0.74677 -0.93573 1.00000 150
0.03595 0.34665 0.43558 -0.29348 0.05952 0.09400 0.46104 1.67939 1.10687 0.02857 1.00000 1556
-0.54612 -0.65027 0.08426 0.24898 -0.58583 -0.48463 -1.50002 0.95262 1.10687 -0.41152 1.00000 689
-0.23270 -1.45980 -1.82956 -0.29348 0.40701 -0.12299 0.12292 -0.52394 -0.56668 -0.83866 1.00000 1330
-1.45281 -1.81209 -1.70012 -0.29348 2.44234 2.55317 -1.09429 -1.16849 -0.74677 -1.67352 1.00000 666
1.21689 1.32108 0.75918 -0.29348 -0.43691 0.38331 0.59628 0.57444 0.50657 1.20644 1.00000 1075
0.39975 -0.32796 -0.08216 -0.29348 0.75451 1.03427 0.39341 -1.28030 -1.16698 0.20978 1.00000 677
-1.32968 -0.65027 -0.87727 1.33391 -0.08941 -0.84628 0.19055 1.36698 0.50657 -1.10400 1.00000 16
1.26726 1.74833 0.73144 -0.29348 -1.33047 -0.70162 0.66391 2.60018 1.96184 1.50414 1.00000 17
-1.04984 -1.10750 -1.12690 -0.29348 0.30773 0.02167 0.46104 0.23243 0.28828 -1.07164 1.00000 897
-0.64687 -0.38043 0.12124 -0.29348 0.40701 0.23865 -0.95904 0.23243 0.08819 -0.50859 1.00000 1405
0.86429 0.83386 0.75918 -0.29348 -0.48655 -0.26765 0.66391 0.26860 0.28828 0.92168 1.00000 801
1.20570 0.93880 0.89786 -0.29348 -1.03261 -0.55696 0.52866 -0.82648 -0.56668 1.03817 1.00000 1409
0.09752 -0.27549 0.05652 -0.02225 -0.03977 -0.05066 0.66391 -0.03394 0.70667 -0.05557 1.00000 1280
0.86429 1.10371 1.60052 4.04624 -0.18870 0.38331 -0.28281 -0.29703 0.50657 0.94757 1.00000 1406
0.90347 1.23863 1.17522 -0.29348 -1.42975 -1.13559 0.66391 1.74516 0.50657 1.01228 1.00000 1514
-0.29426 -0.32796 0.16747 -0.29348 0.40701 0.31098 -2.17625 -0.86595 -0.95597 -0.30150 1.00000 1031
-1.02745 -0.51535 -0.28556 0.24898 -1.47939 -2.14819 -0.55331 0.65007 0.90677 -0.81277 1.00000 509
1.08816 1.88325 1.12900 -0.29348 -0.58583 0.16632 0.79915 2.40287 0.28828 1.32940 1.00000 1536
-0.20471 -0.95009 -0.72010 -0.29348 0.10916 -0.05066 0.25817 -0.44830 0.50657 -0.52154 1.00000 1567
-0.00323 0.15926 0.01954 -0.29348 0.05952 0.23865 0.66391 0.41987 -0.36659 0.11917 1.00000 1069
-0.40620 -1.09251 -0.62765 -0.29348 1.74735 1.90221 -2.85248 -1.54667 -1.35435 -0.94868 1.00000 1030
