climbRate Altitude RollRate curRoll diffClb diffDiffClb Y outlier number
-1.30504 3.22826 1.27582 -0.35387 -2.25962 0.03233 -2.47094 1.00000 9227
0.73087 0.09038 -0.93410 -0.98220 1.13311 0.03233 0.47740 1.00000 3147
-0.16493 -0.30185 1.50248 -0.54237 0.56765 0.03233 0.47740 1.00000 5945
-0.61283 1.65932 2.23912 1.71962 0.56765 0.03233 -0.36499 1.00000 1192
-0.10386 0.09038 0.19919 -1.48486 -1.69417 0.03233 -1.62856 1.00000 1272
1.64702 -1.08632 1.55914 -0.41670 0.00220 0.03233 -1.20737 1.00000 879
0.30333 0.48262 -1.29298 -0.85653 0.56765 0.03233 0.47740 1.00000 785
-0.36852 -0.30185 -2.08628 0.33729 0.00220 0.03233 -0.36499 1.00000 4437
-0.24637 -1.87079 -0.89632 0.71429 0.00220 0.03233 -0.78618 1.00000 3459
-0.20565 0.48262 1.14360 -0.54237 0.56765 0.03233 0.47740 1.00000 9333
-0.38888 0.09038 0.87917 -0.60520 1.13311 -3.25844 0.89859 1.00000 7405
-1.75294 1.26709 -0.51856 1.21695 -1.12871 0.03233 -1.20737 1.00000 7216
-0.24637 0.09038 1.03027 -0.41670 -0.56326 0.03233 -0.78618 1.00000 2520
0.09974 1.65932 -0.66966 -0.98220 0.56765 1.67771 0.89859 1.00000 4271
0.40512 0.48262 1.04916 0.58862 0.56765 -1.61305 0.47740 1.00000 7103
-0.20565 -0.30185 1.50248 -0.29104 0.00220 0.03233 -0.78618 1.00000 255
1.21948 0.09038 0.29363 0.02313 1.13311 0.03233 0.89859 1.00000 243
1.76918 1.26709 0.69029 -0.47954 0.56765 0.03233 1.31978 1.00000 1320
-0.93858 0.09038 -0.42412 -0.22820 0.56765 0.03233 -1.62856 1.00000 6142
-0.69427 0.87485 0.95472 0.83996 -1.12871 0.03233 -0.78618 1.00000 121
1.38236 2.83603 1.01138 -0.29104 0.00220 0.03233 0.89859 1.00000 6506
-0.71463 0.87485 -0.10302 -1.17070 -0.56326 0.03233 -0.78618 1.00000 8739
-1.14217 0.09038 0.65251 -1.10787 -1.69417 0.03233 -2.04975 1.00000 6191
0.40512 2.05156 -0.80188 -0.79370 -0.56326 0.03233 -1.20737 1.00000 2828
-1.08109 -0.69409 -1.89740 -0.03971 -1.12871 0.03233 -1.20737 1.00000 4939
1.62667 -1.08632 -1.44408 -0.85653 1.69856 0.03233 1.74097 1.00000 1270
-0.75535 0.87485 1.01138 -0.47954 0.00220 0.03233 0.89859 1.00000 565
-1.12181 2.83603 -0.40523 1.53112 -0.56326 0.03233 -1.20737 1.00000 3070
0.44584 1.65932 0.10475 -0.16537 0.56765 0.03233 2.16216 1.00000 203
-1.75294 -0.69409 -0.65078 -0.29104 1.13311 -1.61305 -0.78618 1.00000 7931
1.40272 1.65932 -0.40523 -0.60520 1.69856 0.03233 0.89859 1.00000 210
-1.30504 0.09038 -0.04635 0.96562 0.00220 1.67771 -0.78618 1.00000 2975
-0.51104 -1.08632 -1.19853 1.27979 0.00220 0.03233 -0.36499 1.00000 9384
1.38236 0.09038 0.18030 -0.29104 0.00220 0.03233 0.47740 1.00000 9268
-0.38888 0.48262 -0.68855 -0.60520 -0.56326 0.03233 -0.78618 1.00000 2374
-0.32781 -1.08632 1.14360 0.52579 -0.56326 1.67771 0.47740 1.00000 9478
-1.32540 -0.69409 -0.04635 0.14879 0.00220 -1.61305 -0.36499 1.00000 3706
0.93446 -1.08632 -0.17857 -0.79370 0.56765 0.03233 0.47740 1.00000 8560
-0.55175 0.48262 -0.95299 0.46296 -0.56326 0.03233 -2.04975 1.00000 9487
-1.69186 -0.30185 -0.78299 -0.10254 0.00220 0.03233 -0.78618 1.00000 1086
-0.04278 0.09038 1.57803 -0.35387 -0.56326 1.67771 0.47740 1.00000 6694
1.76918 1.26709 0.69029 -0.66804 0.56765 1.67771 0.47740 1.00000 8340
-0.14457 -0.69409 0.59584 0.58862 1.69856 -1.61305 0.47740 1.00000 7423
-1.40684 -0.69409 0.84139 -0.41670 0.56765 -1.61305 0.47740 1.00000 7616
0.71051 -0.30185 -0.74522 0.33729 0.56765 0.03233 0.47740 1.00000 8860
1.34164 -1.47856 0.01031 0.71429 2.82947 0.03233 3.42574 1.00000 6212
0.99553 -1.08632 -0.89632 -0.54237 -0.56326 1.67771 -0.36499 1.00000 3287
-0.97930 0.09038 -0.12191 -0.03971 0.00220 -1.61305 0.47740 1.00000 7858
0.07938 0.09038 -1.12298 0.46296 0.00220 0.03233 0.47740 1.00000 1733
1.74882 -1.08632 -0.17857 -0.66804 1.69856 0.03233 1.74097 1.00000 3926
-1.89545 2.44379 1.61581 0.83996 -0.56326 3.32310 -0.36499 1.00000 3127
1.66738 0.87485 -0.38634 -0.47954 0.56765 0.03233 0.47740 1.00000 3093
-1.28468 1.65932 0.16142 1.09129 -2.82508 -1.61305 -2.04975 1.00000 8241
-0.73499 -1.08632 0.59584 1.21695 -0.56326 0.03233 -0.36499 1.00000 5239
0.32369 -0.30185 -0.87743 -2.23886 0.56765 1.67771 0.47740 1.00000 5501
0.62907 1.26709 -1.00965 -0.47954 1.13311 0.03233 1.31978 1.00000 489
0.64943 0.09038 0.29363 -1.10787 1.13311 0.03233 0.47740 1.00000 6473
0.22189 -1.08632 -1.17965 0.08596 0.56765 0.03233 -0.36499 1.00000 3118
-0.30745 0.09038 -2.18072 -0.16537 -1.12871 0.03233 -0.78618 1.00000 5770
1.38236 -1.08632 -0.19746 -0.66804 1.13311 0.03233 1.31978 1.00000 2
-1.14217 0.48262 -1.68963 0.21163 -1.12871 0.03233 -1.62856 1.00000 314
0.28297 -0.30185 2.27689 -0.10254 -0.56326 -1.61305 0.47740 1.00000 7231
0.99553 -1.08632 -0.61300 2.28511 -0.56326 -1.61305 0.47740 1.00000 4235
-0.32781 1.65932 0.87917 -0.29104 0.56765 0.03233 1.31978 1.00000 5045
-1.04037 1.26709 -0.34857 1.15412 0.56765 -3.25844 -0.78618 1.00000 9123
0.20153 -0.30185 0.16142 -0.22820 1.13311 0.03233 0.47740 1.00000 4430
0.32369 0.48262 -1.21742 2.53645 -0.56326 0.03233 -0.36499 1.00000 7348
2.52246 1.26709 0.36919 -0.03971 0.56765 0.03233 0.47740 1.00000 2769
-0.53140 0.48262 -0.08413 0.02313 -0.56326 0.03233 -0.36499 1.00000 1897
0.52728 -0.30185 0.82250 -0.47954 0.56765 0.03233 0.89859 1.00000 7142
-1.30504 -1.47856 1.55914 0.02313 1.69856 -3.25844 0.47740 1.00000 6065
-0.47032 -0.69409 -1.04743 -0.73087 -1.12871 0.03233 -0.36499 1.00000 1200
1.38236 -1.87079 0.10475 0.77712 1.69856 1.67771 0.47740 1.00000 1349
1.13805 0.87485 0.42585 -0.85653 1.13311 0.03233 0.47740 1.00000 5057
-0.69427 0.87485 0.21808 -1.17070 -1.12871 0.03233 -2.04975 1.00000 2943
0.56799 0.09038 0.99250 0.90279 -0.56326 -1.61305 -0.36499 1.00000 7683
-1.10145 0.48262 -0.38634 0.65146 -1.12871 0.03233 -1.20737 1.00000 1316
1.50451 1.26709 1.14360 0.71429 0.00220 1.67771 0.89859 1.00000 8091
-0.61283 -1.08632 -0.49967 -0.66804 0.00220 0.03233 -0.36499 1.00000 3484
-0.02242 0.87485 -1.16076 0.77712 -1.69417 0.03233 -1.20737 1.00000 8244
-1.87509 0.48262 0.80361 0.33729 -0.56326 0.03233 -0.36499 1.00000 7499
0.26261 -0.69409 0.55807 -0.66804 -0.56326 -1.61305 -0.36499 1.00000 2224
-1.83438 -0.30185 0.01031 -1.67336 -2.25962 0.03233 -2.47094 1.00000 1338
-0.40924 -0.69409 -0.89632 1.65678 -0.56326 0.03233 -1.20737 1.00000 5793
1.97277 -0.69409 0.84139 0.96562 0.56765 1.67771 1.31978 1.00000 4804
-0.38888 0.09038 0.10475 0.46296 -1.12871 0.03233 -0.78618 1.00000 6634
-1.83438 1.26709 1.54025 -0.10254 -1.69417 0.03233 -2.04975 1.00000 4251
-0.26673 -1.08632 0.29363 -0.79370 -0.56326 0.03233 -0.78618 1.00000 4145
-0.44996 0.09038 1.78580 0.58862 0.00220 0.03233 0.89859 1.00000 3767
-1.22360 -0.30185 -0.08413 -0.35387 0.00220 0.03233 -0.78618 1.00000 1885
1.44343 -0.69409 0.14253 -1.79903 0.56765 0.03233 -0.36499 1.00000 3006
-2.03797 1.26709 -2.14294 -0.91937 -1.12871 0.03233 -0.36499 1.00000 589
-1.32540 2.05156 -0.95299 1.15412 -1.69417 0.03233 -0.36499 1.00000 2791
-0.16493 0.48262 0.78473 -1.98753 0.56765 -1.61305 -0.78618 1.00000 9485
0.81230 -0.69409 -1.00965 0.65146 0.56765 0.03233 1.31978 1.00000 772
1.50451 0.09038 0.21808 0.46296 0.00220 0.03233 0.47740 1.00000 8980
-0.79606 0.09038 0.82250 1.27979 -1.12871 0.03233 -0.78618 1.00000 2379
-1.08109 -0.30185 -0.19746 -0.66804 -1.12871 0.03233 -2.89213 1.00000 8010
-0.42960 -0.30185 -1.16076 0.40013 -1.12871 1.67771 -1.20737 1.00000 8380
-0.65355 2.05156 0.53918 0.02313 -1.69417 0.03233 -0.78618 1.00000 519
2.03385 0.09038 0.42585 -0.41670 0.56765 0.03233 2.16216 1.00000 5961
-1.10145 -2.26303 1.97468 1.71962 0.56765 -1.61305 -0.36499 1.00000 4108
-0.69427 -1.08632 -1.02854 0.90279 -0.56326 0.03233 -0.36499 1.00000 7378
-0.81642 0.09038 0.50140 0.58862 0.00220 -3.25844 0.47740 1.00000 1927
-0.77570 0.48262 1.14360 0.46296 -1.12871 0.03233 -1.20737 1.00000 1744
-0.53140 0.87485 -0.65078 2.15945 -0.56326 0.03233 -0.78618 1.00000 3185
-0.99965 -1.08632 -2.52071 0.21163 1.13311 -1.61305 -0.36499 1.00000 2297
-0.73499 0.48262 -0.02747 1.90812 -0.56326 0.03233 -0.36499 1.00000 7335
1.54523 -0.30185 -0.51856 1.53112 0.56765 0.03233 0.89859 1.00000 8690
0.42548 0.48262 0.72806 0.96562 0.00220 0.03233 0.47740 1.00000 7898
1.38236 -0.69409 1.48359 0.96562 -0.56326 1.67771 0.47740 1.00000 9150
0.12009 1.65932 1.04916 0.71429 0.56765 0.03233 0.89859 1.00000 7042
-0.42960 -0.69409 -1.67074 -0.10254 0.56765 -1.61305 -0.36499 1.00000 2019
-0.63319 -0.30185 -0.17857 -1.23353 -0.56326 0.03233 -0.78618 1.00000 7607
-0.47032 0.48262 1.38915 -1.42203 -1.12871 0.03233 -0.36499 1.00000 5894
-0.83678 2.05156 1.69136 -0.29104 -0.56326 0.03233 -0.36499 1.00000 7959
-1.26432 1.26709 -0.21635 -0.03971 -0.56326 0.03233 -0.36499 1.00000 241
0.44584 0.48262 -1.95406 -1.23353 -0.56326 1.67771 0.47740 1.00000 2489
-1.08109 0.48262 1.76691 -1.23353 -1.69417 0.03233 -1.20737 1.00000 180
-1.52899 -0.69409 -0.08413 1.34262 0.00220 1.67771 -0.78618 1.00000 3203
-0.55175 2.05156 0.78473 -0.47954 0.00220 0.03233 -0.78618 1.00000 8518
-0.34816 -0.30185 -1.08520 -0.98220 0.56765 0.03233 -0.78618 1.00000 4136
-0.93858 0.87485 -0.72633 0.58862 -0.56326 0.03233 -0.36499 1.00000 5477
-0.85714 0.87485 -0.72633 -0.79370 0.00220 0.03233 -1.20737 1.00000 7926
0.62907 0.09038 2.01246 -0.66804 0.56765 1.67771 0.89859 1.00000 1380
1.19913 -1.87079 -1.46297 2.59928 0.00220 0.03233 1.31978 1.00000 4285
-0.95894 0.48262 -0.72633 0.33729 0.56765 0.03233 -0.36499 1.00000 3480
1.58595 -0.69409 0.18030 -0.54237 1.69856 0.03233 0.47740 1.00000 3577
0.18117 0.87485 -0.83966 0.33729 -0.56326 1.67771 -0.36499 1.00000 8454
-1.08109 3.22826 0.97361 1.15412 -1.12871 0.03233 -0.78618 1.00000 82
1.07697 1.26709 0.97361 -1.48486 -0.56326 0.03233 0.89859 1.00000 8571
0.93446 -0.30185 -1.25520 -2.05036 0.56765 -1.61305 1.74097 1.00000 9380
2.27816 -0.30185 -0.80188 -0.73087 0.56765 0.03233 1.31978 1.00000 6981
1.50451 1.26709 -0.53745 -0.79370 -0.56326 0.03233 -0.36499 1.00000 5780
-0.53140 0.09038 -0.57522 -0.22820 -0.56326 -1.61305 -0.78618 1.00000 6746
1.52487 -0.69409 0.25586 -0.47954 2.26402 0.03233 2.16216 1.00000 7932
-1.65114 0.48262 0.78473 0.58862 0.00220 0.03233 0.47740 1.00000 2877
-0.04278 0.09038 1.20027 0.71429 -0.56326 0.03233 0.47740 1.00000 4891
-0.44996 -0.69409 0.01031 -1.04503 0.00220 -1.61305 -1.20737 1.00000 1067
0.64943 0.09038 -0.27301 -1.04503 1.13311 0.03233 0.89859 1.00000 1849
0.69015 -0.69409 1.52137 -0.41670 0.00220 1.67771 0.47740 1.00000 5949
-0.16493 0.09038 -0.95299 1.71962 -1.12871 0.03233 -1.62856 1.00000 2711
1.83026 0.09038 -1.27409 -0.29104 0.56765 0.03233 1.74097 1.00000 4624
-0.24637 -0.69409 0.72806 0.65146 -0.56326 0.03233 -0.78618 1.00000 955
1.95241 0.09038 -0.55634 -0.54237 0.56765 0.03233 0.89859 1.00000 5265
1.78954 -1.08632 -0.51856 1.53112 1.13311 0.03233 3.42574 1.00000 7467
1.36200 1.65932 0.91694 -0.66804 0.56765 0.03233 3.84693 1.00000 2682
2.05421 0.87485 -0.65078 -1.17070 1.13311 1.67771 1.31978 1.00000 3087
-0.77570 1.26709 1.18138 -0.22820 -1.12871 0.03233 -0.78618 1.00000 5664
-0.22601 -1.47856 0.76584 1.65678 0.56765 -1.61305 0.47740 1.00000 2138
-0.89786 -0.69409 -0.10302 -0.29104 0.00220 0.03233 -0.36499 1.00000 5521
0.24225 -1.08632 -1.61407 1.46829 1.13311 1.67771 1.31978 1.00000 5178
-0.65355 -0.69409 1.33248 -1.17070 0.56765 0.03233 0.47740 1.00000 1517
0.42548 -0.69409 0.40696 -0.91937 1.13311 0.03233 0.47740 1.00000 5948
-0.32781 0.09038 0.36919 -0.41670 -1.12871 -1.61305 -1.62856 1.00000 9488
0.75123 -0.69409 0.12364 0.08596 1.13311 0.03233 0.89859 1.00000 1901
-1.42720 0.48262 -0.06524 0.90279 -1.12871 0.03233 -1.62856 1.00000 3518
0.95482 -0.30185 -0.65078 -0.10254 0.56765 0.03233 0.47740 1.00000 365
0.81230 0.09038 0.44474 -0.66804 0.56765 0.03233 0.47740 1.00000 8417
1.76918 0.09038 -1.14187 0.14879 1.13311 0.03233 0.47740 1.00000 8334
-0.02242 -1.08632 0.61473 1.71962 -0.56326 0.03233 -0.78618 1.00000 3758
-0.55175 0.48262 -0.06524 0.08596 -0.56326 0.03233 -0.36499 1.00000 237
-0.44996 1.65932 -0.44301 -0.22820 1.69856 -1.61305 1.74097 1.00000 7817
0.28297 0.87485 0.50140 -0.03971 1.69856 0.03233 1.74097 1.00000 580
1.26020 -0.30185 -1.12298 -1.10787 1.13311 0.03233 1.31978 1.00000 7179
1.28056 0.48262 -0.70744 0.58862 1.13311 0.03233 1.74097 1.00000 4555
-1.06073 -0.30185 -1.74629 1.09129 -0.56326 1.67771 -0.78618 1.00000 1828
1.19913 0.48262 0.21808 0.52579 0.56765 0.03233 0.47740 1.00000 8664
1.13805 0.48262 1.12471 0.83996 -1.12871 3.32310 0.47740 1.00000 28
-0.73499 0.09038 1.10583 0.58862 -0.56326 0.03233 -0.36499 1.00000 6880
1.44343 -1.87079 0.06697 -0.16537 2.26402 0.03233 0.89859 1.00000 7115
2.48175 -1.87079 1.67247 0.65146 1.13311 0.03233 1.31978 1.00000 8630
-1.46791 -0.69409 0.53918 0.83996 -0.56326 0.03233 0.47740 1.00000 1355
0.62907 1.26709 -0.97188 -0.54237 0.56765 1.67771 0.89859 1.00000 2570
0.62907 1.65932 1.46470 -1.17070 -1.12871 0.03233 0.47740 1.00000 6818
1.19913 -1.47856 -0.27301 0.14879 1.13311 0.03233 0.89859 1.00000 9029
1.40272 0.09038 1.35137 -0.73087 1.13311 0.03233 2.16216 1.00000 4522
-0.79606 -0.69409 0.46363 1.34262 0.56765 -3.25844 -0.36499 1.00000 2662
-0.93858 0.87485 0.67140 1.46829 -2.25962 3.32310 -1.20737 1.00000 3430
0.03866 0.09038 1.20027 -0.60520 0.00220 0.03233 0.47740 1.00000 1604
-0.04278 -1.47856 1.91802 -0.16537 0.56765 0.03233 -0.36499 1.00000 393
0.54763 0.09038 -0.12191 0.71429 0.56765 0.03233 0.89859 1.00000 7430
-1.40684 0.48262 -1.23631 0.40013 -1.12871 0.03233 -1.20737 1.00000 6316
1.07697 -1.08632 -0.63189 0.40013 0.00220 0.03233 0.89859 1.00000 4077
-0.83678 -1.47856 0.06697 1.97095 -0.56326 0.03233 -2.47094 1.00000 4320
0.48656 1.65932 -0.48078 -0.16537 0.00220 0.03233 0.47740 1.00000 4203
-0.42960 1.26709 0.72806 -1.29636 1.69856 -1.61305 1.74097 1.00000 5464
2.09492 -1.47856 -1.53852 -2.11319 1.69856 1.67771 0.89859 1.00000 9348
-0.53140 0.48262 -0.08413 0.14879 -0.56326 0.03233 -0.36499 1.00000 6775
-0.18529 0.48262 -0.82077 1.21695 0.00220 -1.61305 -0.36499 1.00000 6031
0.64943 0.48262 1.01138 -0.29104 0.00220 0.03233 0.47740 1.00000 8876
1.70810 -0.30185 -1.02854 1.15412 0.56765 0.03233 1.74097 1.00000 4526
1.44343 1.26709 0.38807 0.90279 -0.56326 1.67771 0.47740 1.00000 2166
0.77158 -1.87079 1.20027 -0.10254 1.13311 0.03233 0.47740 1.00000 3032
-0.73499 -1.08632 -1.59519 -0.41670 0.00220 0.03233 -0.78618 1.00000 2191
