Max_temperature Min_temperature Dewpoint Precipitation Sea_level_pressure Standard_pressure Visibility Wind_speed Max_wind_speed Y outlier number
-0.59192 -0.80477 -0.51637 -0.26247 0.41097 0.00470 0.00777 -0.52038 -0.00015 -0.61286 1.00000 164
-0.49143 -0.27533 -0.80540 -0.26247 0.70924 0.44283 0.24829 -0.52038 -0.00015 -0.44586 1.00000 454
-1.23886 -1.56867 -1.35136 -0.26247 0.94786 0.00470 -1.55381 -1.19333 -0.00015 -1.44786 1.00000 868
0.25600 0.16335 0.88600 -0.26247 0.53028 -1.60180 -0.85073 -0.84283 -0.00015 0.11080 1.00000 193
-0.46002 -0.63081 -0.63412 -0.26247 0.41097 0.44283 0.48882 0.13855 -0.00015 -0.45978 1.00000 306
-0.64845 -1.28126 -0.59130 -0.26247 0.94786 0.00470 -0.80817 -0.84283 -0.00015 -0.94686 1.00000 1085
0.32509 0.40538 -0.34509 -0.26247 0.47062 -0.43344 0.91436 0.44698 -3.67079 0.33347 1.00000 103
-1.03159 -0.87284 -1.81168 -0.26247 0.35131 0.29679 2.45003 2.04523 -0.00015 -1.08602 1.00000 466
1.00971 1.44157 -0.07746 -0.26247 -0.96109 0.15074 0.85886 0.76944 -0.00015 1.21022 1.00000 1200
0.70823 0.85918 0.63978 -0.26247 -0.84178 1.17306 2.39453 2.04523 5.75571 0.91101 1.00000 1261
-0.57308 -1.21319 -1.20149 -0.26247 0.70924 -0.43344 -0.61575 -0.52038 -0.00015 -0.84944 1.00000 471
-1.01274 -0.05599 0.44709 5.97548 -2.92969 0.15074 -0.61575 -0.00025 -0.00015 -0.63373 1.00000 1444
-0.56052 -0.77451 -0.81611 -0.26247 1.30579 0.44283 0.69234 0.13855 -0.00015 -0.51544 1.00000 943
1.62524 0.72304 0.30793 -0.26247 -0.24523 0.29679 -0.21426 0.13855 -0.00015 1.26588 1.00000 1000
-0.89969 -0.36609 0.22228 0.58816 -2.09453 0.73493 -0.55285 -0.21194 -0.00015 -0.71723 1.00000 192
0.65170 1.30543 1.53901 -0.26247 -0.90143 0.44283 0.30380 0.76944 -0.00015 0.94580 1.00000 327
-0.24019 -1.21319 -0.68765 -0.26247 1.18648 0.00470 -0.74342 3.67152 -0.00015 -0.64765 1.00000 305
-1.15720 -1.31908 -1.16938 -0.26247 0.82855 -1.89389 -0.63796 -0.52038 -0.00015 -1.28782 1.00000 903
-1.62199 -1.68968 -2.65739 -0.26247 1.24613 0.00470 0.34080 0.44698 -0.00015 -1.71923 1.00000 857
-1.20117 -0.56274 -0.34509 -0.26247 -2.27349 -1.16366 -0.29752 -0.21194 -2.68349 -1.00252 1.00000 740
-0.06433 0.35244 0.76824 -0.26247 -0.96109 0.00470 -1.14861 -1.19333 -0.00015 0.09689 1.00000 498
1.38656 1.44157 0.13664 -0.26247 -0.30489 0.29679 1.04388 0.13855 -1.78631 1.53726 1.00000 763
0.79616 -0.00304 0.16876 -0.26247 0.88820 0.29679 -1.23372 -0.52038 -0.00015 0.37522 1.00000 1281
-0.91853 -1.59136 -1.39418 -0.26247 1.66372 -2.62412 -1.02095 -0.52038 -0.00015 -1.31565 1.00000 938
-1.28282 -1.93171 -2.35764 -0.26247 2.43923 -0.87157 -1.02095 -0.52038 -0.00015 -1.65661 1.00000 1190
-1.28282 -1.17537 -0.37720 -0.26247 0.35131 0.58888 -1.04315 -0.84283 -0.00015 -1.06515 1.00000 428
0.10526 0.08015 0.76824 -0.26247 -0.60316 0.44283 -0.70086 -0.52038 -0.00015 0.02730 1.00000 492
1.49962 1.15416 1.01446 -0.26247 -0.72247 0.00470 -0.12175 -0.21194 -0.00015 1.45376 1.00000 1018
-0.33441 -1.14512 -0.90175 -0.26247 1.66372 -1.74785 -1.42614 -1.19333 -0.00015 -0.84248 1.00000 931
-1.31423 -1.03923 -1.82239 -0.26247 2.55853 0.00470 1.95048 1.07787 -0.00015 -1.23911 1.00000 673
-0.74266 -0.43416 0.27581 -0.26247 -0.84178 -0.28739 0.28530 0.13855 -0.00015 -0.63373 1.00000 1290
-0.73010 -1.07705 -0.65553 -0.26247 0.88820 0.58888 -0.06624 -0.00025 -0.00015 -0.93990 1.00000 93
-0.34697 -0.63837 0.06171 -0.00728 1.00751 -0.28739 -0.87293 -1.19333 -0.00015 -0.43890 1.00000 363
0.48211 1.18441 1.04658 -0.26247 -1.37867 0.44283 1.58044 1.07787 -1.78631 0.79272 1.00000 216
0.29997 -0.38121 0.44709 -0.26247 -0.36454 -0.87157 -1.10606 -1.48634 -0.00015 0.09689 1.00000 411
-0.53539 -0.01817 0.56485 -0.26247 0.11269 0.73493 0.41481 -0.21194 -0.00015 -0.28582 1.00000 768
-0.49143 -0.73669 0.07241 -0.26247 0.29166 0.58888 0.08177 0.13855 -0.00015 -0.50849 1.00000 1061
-0.22135 -0.72157 0.09382 -0.26247 1.96199 -1.45576 -0.76562 -0.52038 -0.00015 -0.52240 1.00000 212
0.83384 0.48858 0.27581 -0.26247 -0.48385 0.15074 0.67384 0.76944 1.08957 0.75097 1.00000 1073
1.11648 0.74573 -0.67694 -0.26247 -0.72247 0.15074 -1.08570 -0.84283 -0.00015 0.97363 1.00000 1419
-0.49143 -0.60055 -0.64483 -0.26247 0.53028 0.15074 -0.01074 -0.21194 -0.00015 -0.56415 1.00000 233
0.48211 0.08015 -0.29156 -0.26247 -0.90143 -0.14135 -0.85073 -0.52038 -0.00015 0.31260 1.00000 269
0.90921 0.35244 0.21158 -0.26247 -0.06627 0.00470 -0.74342 -0.52038 -0.00015 0.62572 1.00000 1102
-0.64845 -0.05599 0.44709 0.58816 -0.06627 0.88097 -0.29752 -0.52038 -0.00015 -0.56415 1.00000 803
1.04739 0.91213 1.05728 -0.26247 -0.72247 0.15074 0.08177 0.13855 -0.00015 1.07105 1.00000 1377
1.00343 1.35837 1.19645 -0.26247 -0.96109 0.15074 0.84036 0.76944 -0.00015 1.18238 1.00000 1313
-0.80547 -1.45522 -0.67694 -0.26247 0.94786 -2.18598 -1.42614 -1.19333 -0.00015 -1.14169 1.00000 243
0.89037 0.48858 1.12151 -0.26247 -0.06627 0.00470 -0.12175 -0.52038 -0.00015 0.75097 1.00000 159
-0.40350 -0.46441 -1.40489 -0.26247 -0.12592 0.00470 0.85886 0.44698 -1.78631 -0.48065 1.00000 980
-1.15720 -0.60055 -0.37720 3.42359 -0.18558 0.73493 0.39631 0.44698 0.05311 -0.95382 1.00000 1392
-1.47753 -1.55354 -2.03649 -0.00728 1.30579 0.58888 -1.38359 -1.19333 -0.00015 -1.58702 1.00000 377
-1.43985 -1.41740 -2.48610 -0.26247 2.02164 0.15074 1.08088 5.26977 -0.00015 -1.47569 1.00000 1146
-0.68614 -0.29802 -1.05162 -0.26247 0.64959 0.44283 0.98837 0.13855 -0.00015 -0.57807 1.00000 884
-1.02531 -0.60055 -0.47355 2.28942 0.70924 0.73493 0.80335 0.76944 0.05311 -0.89119 1.00000 362
-0.60448 0.04990 0.43639 -0.26247 0.29166 1.02702 0.28530 -0.21194 -0.00015 -0.34844 1.00000 1152
0.45699 -0.19213 0.65049 -0.26247 -0.54351 0.15074 -0.42518 -0.52038 -0.00015 0.24997 1.00000 1047
0.18691 0.36756 1.06799 -0.26247 -0.66282 0.73493 -0.93584 -0.52038 -0.00015 0.22214 1.00000 715
-0.71754 -0.63081 0.17946 -0.26247 -0.18558 -3.64644 -1.48905 -1.81019 -0.00015 -0.68940 1.00000 576
-0.59192 -0.47954 -0.85893 -0.26247 -0.06627 0.29679 0.76635 0.13855 -0.00015 -0.51544 1.00000 657
-0.53539 0.02721 0.31863 0.30462 -1.31902 0.58888 1.09938 0.44698 1.98675 -0.29974 1.00000 1072
1.02227 1.47938 1.07869 -0.26247 -0.12592 0.44283 1.41392 0.76944 -0.00015 1.19630 1.00000 908
1.29235 0.89700 1.23927 -0.26247 -0.00661 -0.57948 0.61833 0.76944 -1.78631 1.20326 1.00000 270
-0.81804 -1.62161 -1.36207 -0.26247 1.72337 -1.16366 -0.87293 0.13855 -0.00015 -1.28782 1.00000 588
-1.49637 -1.89390 -2.04720 -0.26247 1.12682 -1.30971 -1.46870 -1.48634 -0.00015 -1.69140 1.00000 641
0.63914 0.70792 -0.89104 -0.26247 -0.18558 -0.14135 1.35841 0.76944 -0.00015 0.70226 1.00000 1351
1.27351 0.76086 0.71472 -0.26247 -1.02074 0.00470 -1.12826 -0.84283 -6.54668 1.03626 1.00000 580
0.86525 0.39025 0.35075 -0.26247 -0.00661 -0.57948 -0.04774 0.76944 -0.00015 0.95276 1.00000 1080
-0.30928 0.35244 1.22856 0.58816 -0.66282 0.58888 -1.17081 -0.52038 -0.00015 -0.11186 1.00000 590
-1.16977 -0.46441 -0.53778 2.85651 -1.91556 0.88097 1.24740 0.76944 -0.00015 -0.96773 1.00000 726
-1.14464 -0.73669 -0.64483 -0.26247 1.48475 -2.18598 -0.17725 -0.21194 -0.00015 -0.97469 1.00000 680
-0.71754 -0.32827 0.51132 2.28942 -2.03487 0.88097 -0.23276 0.76944 1.98675 -0.45978 1.00000 691
-0.32184 -0.75182 -0.20592 -0.26247 1.00751 -0.72553 -0.23276 0.44698 -0.00015 -0.52936 1.00000 1245
0.97830 1.35837 0.52203 -0.26247 -1.08040 0.73493 1.52493 0.76944 0.05311 1.19630 1.00000 781
-0.61705 -0.05599 0.41498 0.58816 -0.06627 -2.18598 0.06327 -0.21194 -0.00015 -0.43194 1.00000 265
-0.57936 0.32218 0.40427 0.02108 0.11269 0.73493 0.91436 0.76944 1.08957 -0.20928 1.00000 494
1.74458 1.79705 0.81107 -0.26247 -0.30489 0.00470 0.48882 0.44698 -0.00015 1.82951 1.00000 180
-0.76151 -0.42659 0.15805 3.99068 1.36544 1.17306 -0.87293 -0.84283 -0.00015 -0.71723 1.00000 136
0.63914 0.89700 0.75754 -0.26247 -0.60316 0.15074 0.21129 0.13855 -0.00015 0.75793 1.00000 1274
0.42558 0.89700 -0.12028 -0.26247 0.76890 -0.14135 1.61744 0.76944 -0.00015 0.50047 1.00000 575
1.23582 1.63065 0.46850 -0.26247 -0.42420 0.00470 1.48793 0.76944 -0.00015 1.35634 1.00000 250
0.10526 -0.07111 0.58626 -0.26247 0.94786 -0.87157 -0.85073 -0.52038 -0.00015 -0.05620 1.00000 860
-1.05671 -0.46441 -0.02393 2.00588 1.18648 0.73493 -1.12826 -1.19333 -0.00015 -0.91903 1.00000 1411
-0.61705 0.08015 0.20087 0.02108 -0.24523 0.88097 0.80335 0.44698 -0.00015 -0.34844 1.00000 742
0.35649 0.38269 0.90741 -0.26247 -0.24523 0.73493 0.28530 0.44698 -0.00015 0.47959 1.00000 914
-0.01408 -0.34340 0.04030 -0.26247 0.47062 -0.28739 -0.93584 -0.52038 -0.00015 -0.20928 1.00000 408
1.26095 0.89700 1.10010 -0.26247 -0.30489 0.15074 -1.17081 -0.84283 -0.00015 1.11976 1.00000 939
-1.16977 -0.63081 -0.47355 -0.26247 1.60406 3.36374 0.91436 0.44698 -0.00015 -1.02340 1.00000 1315
-0.60448 0.21629 0.55414 -0.26247 -0.78212 1.17306 0.02627 -0.21194 -0.00015 -0.34149 1.00000 720
0.97830 1.42644 1.10010 -0.26247 -0.42420 0.29679 1.08088 0.44698 -1.78631 1.16151 1.00000 1181
0.77732 0.51883 0.84318 -0.26247 -0.36454 0.44283 -0.74342 -0.52038 -0.00015 0.66747 1.00000 346
-0.42234 0.50370 0.76824 -0.26247 -0.00661 0.73493 0.76635 0.44698 -0.00015 -0.05620 1.00000 510
-1.16977 -1.22832 -2.01508 -0.26247 2.20061 0.58888 0.15578 0.13855 -0.00015 -1.28086 1.00000 1015
0.99087 0.59447 0.88600 -0.26247 -0.78212 0.15074 -0.08474 -0.21194 -0.00015 0.95276 1.00000 2
-1.37076 -1.14512 -1.97226 -0.26247 1.54441 0.15074 1.46943 0.76944 -0.00015 -1.37132 1.00000 512
0.29997 0.35244 -0.48425 -0.26247 0.64959 0.15074 0.50732 0.13855 -1.78631 0.29868 1.00000 1423
1.09136 0.35244 0.45780 -0.26247 -0.12592 -0.14135 -0.42518 -0.52038 -0.00015 0.89013 1.00000 1142
1.09136 1.23735 1.56042 -0.26247 -0.48385 -0.28739 0.43331 0.76944 -0.00015 1.27980 1.00000 461
-0.60448 -0.34340 0.23299 -0.26247 0.17235 0.88097 -1.74438 -1.81019 -0.00015 -0.52936 1.00000 913
1.12277 1.37350 0.10453 -0.26247 -0.54351 -0.14135 1.04388 1.41434 -0.00015 1.24501 1.00000 797
0.44443 0.11797 0.35075 -0.26247 -0.12592 -0.28739 0.58133 0.13855 -0.00015 0.45872 1.00000 234
0.41302 0.02721 0.26511 -0.26247 0.70924 -0.14135 -0.80817 -0.52038 -0.00015 0.23605 1.00000 1113
0.89037 0.84406 -0.49496 -0.26247 -0.54351 0.58888 -0.02924 0.76944 -0.00015 0.92493 1.00000 735
-1.73505 -0.78964 -0.85893 2.85651 -1.08040 0.88097 1.61744 0.44698 -0.00015 -1.33652 1.00000 254
1.36144 1.16928 1.49619 -0.26247 -1.67694 0.00470 0.19279 0.76944 -0.00015 1.29372 1.00000 712
-0.93109 -0.46441 -0.00252 1.72234 -1.79625 0.58888 -0.78782 -0.21194 -0.00015 -0.78682 1.00000 1362
-0.60448 -0.61568 0.10453 2.57296 -1.08040 0.73493 0.58133 0.76944 -0.00015 -0.59894 1.00000 104
0.18691 0.60959 -0.38791 -0.26247 -0.36454 -0.14135 1.08088 0.44698 -0.00015 0.34043 1.00000 97
1.45565 1.66091 0.39357 -0.26247 -0.96109 0.00470 1.24740 1.07787 -0.00015 1.62076 1.00000 658
0.92178 1.34324 0.61837 -0.26247 -0.60316 0.15074 1.24740 0.76944 -0.00015 1.11280 1.00000 762
0.25600 -0.05599 0.83248 -0.26247 -1.37867 -0.14135 -0.93584 -0.52038 -0.00015 0.20126 1.00000 83
-0.88713 -0.36609 0.35075 0.30462 -0.42420 0.44283 -0.14025 -0.52038 -0.00015 -0.64765 1.00000 822
-0.71754 -0.60055 0.01889 -0.26247 1.36544 0.44283 -1.17081 -1.48634 -0.00015 -0.76594 1.00000 49
0.86525 1.57771 1.61395 -0.26247 -0.00661 -0.28739 1.52493 1.41434 -0.00015 1.07801 1.00000 319
1.58755 1.30543 0.88600 -0.26247 -0.78212 0.15074 0.24829 0.76944 -1.78631 1.59988 1.00000 1307
-0.53539 -1.41740 -1.34066 -0.26247 1.42510 -1.16366 -1.53160 -1.19333 -0.00015 -1.01644 1.00000 1188
-0.71754 -0.32827 -0.16310 0.02108 -0.72247 -0.72553 -0.02924 -0.21194 -0.00015 -0.66157 1.00000 944
-1.62199 -1.24344 -2.11143 -0.26247 -0.06627 0.73493 2.07999 1.07787 0.05311 -1.53136 1.00000 1226
-1.02531 -1.55354 -1.11585 -0.26247 0.41097 0.73493 -0.95804 -0.84283 -0.00015 -1.22519 1.00000 1331
-1.13836 -0.19213 0.31863 2.00588 -1.43833 0.73493 -0.87293 -0.52038 -0.00015 -0.75898 1.00000 1163
-0.17738 -0.90309 -0.33438 -0.26247 1.00751 -1.16366 -1.10606 -0.52038 -0.00015 -0.61286 1.00000 381
0.10526 0.48858 0.84318 -0.26247 -0.36454 0.44283 0.63683 0.76944 -2.77771 0.32651 1.00000 171
1.80738 1.06340 1.24997 -0.26247 -0.66282 -0.14135 -0.83038 0.13855 -0.00015 1.55117 1.00000 1136
0.82128 1.26761 -0.27015 -0.26247 -1.08040 0.44283 0.80335 1.07787 -0.00015 1.00147 1.00000 1244
-1.23886 -1.82583 -1.42630 -0.26247 1.78302 -3.06225 -1.53160 -1.81019 -0.00015 -1.59398 1.00000 303
-0.60448 -1.90902 -1.66181 -0.26247 1.66372 0.58888 -1.23372 -1.81019 -0.00015 -1.39915 1.00000 813
1.20442 0.74573 0.47921 -0.26247 -0.42420 0.00470 -1.19117 0.44698 -0.00015 0.99451 1.00000 1180
1.06624 0.59447 0.77895 -0.26247 -0.96109 0.44283 -0.57320 0.44698 -0.00015 0.89709 1.00000 683
0.94690 1.47182 1.17504 -0.26247 -0.96109 0.15074 1.78396 1.41434 -0.00015 1.23805 1.00000 477
-1.62199 -1.21319 -1.57617 -0.26247 2.55853 0.88097 -1.38359 -1.81019 -0.00015 -1.42698 1.00000 342
-1.56546 -1.28126 -1.47983 -0.26247 -1.25936 0.73493 0.85886 0.44698 -0.00015 -1.37827 1.00000 597
-1.14464 -1.72750 -1.20149 -0.26247 1.42510 -1.60180 -1.46870 -1.19333 -0.00015 -1.39219 1.00000 125
-1.96116 -1.48547 -1.38348 0.58816 -0.30489 -1.45576 -1.34103 -1.19333 -0.00015 -1.77490 1.00000 1158
0.44443 -0.57030 1.26068 -0.26247 -0.24523 0.00470 -0.44553 -0.52038 -0.00015 0.34739 1.00000 31
-0.03920 -0.00304 -0.20592 -0.26247 -0.00661 0.58888 1.04388 0.44698 -0.84407 -0.00749 1.00000 1229
1.07880 1.42644 1.19645 -0.26247 -1.08040 0.29679 1.37692 0.76944 -0.00015 1.11976 1.00000 507
-0.94365 -1.60649 -1.27643 -0.26247 1.06717 -1.60180 -1.31883 -0.52038 -0.00015 -1.35740 1.00000 836
1.26095 1.44157 0.68260 -0.26247 -1.31902 0.15074 0.80335 0.13855 -1.78631 1.36330 1.00000 1219
-1.14464 -1.58380 -1.32995 -0.26247 1.24613 -1.16366 -1.40394 -1.48634 -0.00015 -1.41307 1.00000 62
-0.49143 -0.60055 -0.22733 -0.26247 0.23200 0.44283 -0.15875 -0.52038 -0.00015 -0.49457 1.00000 314
-0.93109 -0.60055 -0.48425 0.30462 -0.48385 0.58888 0.61833 1.73680 3.82617 -0.73811 1.00000 1208
-0.70498 -1.06192 -1.53335 -0.26247 -0.24523 0.00470 0.28530 0.13855 -0.00015 -0.87032 1.00000 933
1.10392 1.57771 1.31420 -0.26247 -0.66282 0.58888 0.95137 0.76944 -0.00015 1.36330 1.00000 640
1.71317 0.98020 0.67190 -0.26247 -0.96109 0.15074 -0.65831 -0.21194 -0.00015 1.52334 1.00000 464
1.09136 0.62472 0.76824 -0.26247 -0.30489 0.44283 -0.70086 -0.52038 -0.00015 0.96668 1.00000 1104
-1.01274 -0.87284 0.12594 0.30462 -0.18558 0.00470 0.10028 0.76944 -0.00015 -0.80073 1.00000 1295
-1.55290 -1.68968 -2.32553 -0.26247 0.11269 0.44283 -0.40298 -0.00025 -0.00015 -1.64269 1.00000 734
-1.39588 -0.87284 -0.58060 -0.26247 -0.84178 0.00470 -0.70086 -0.52038 -0.00015 -1.08602 1.00000 1429
-1.83554 -1.52329 -2.21848 -0.26247 0.88820 0.58888 0.61833 0.76944 -0.00015 -1.69140 1.00000 1156
-0.05176 0.11041 0.01889 -0.26247 -0.18558 0.29679 1.15489 1.07787 -0.00015 -0.04228 1.00000 469
-1.25770 -0.87284 -1.25502 -0.26247 -0.00661 0.44283 0.52582 0.13855 -0.00015 -1.13473 1.00000 1033
0.97830 1.30543 0.39357 -0.26247 -0.24523 0.00470 0.50732 0.13855 -0.00015 1.21718 1.00000 1334
0.33137 0.39025 -0.44143 -0.26247 0.58993 -0.14135 -0.08474 -0.52038 -3.67079 0.37522 1.00000 541
1.20442 0.69279 0.80036 -0.26247 -1.08040 0.15074 -0.70086 0.13855 -0.00015 1.13368 1.00000 10
-1.50894 -1.59136 -2.22918 -0.26247 -0.00661 0.29679 -0.70086 -0.84283 -5.51021 -1.45481 1.00000 118
0.08642 -0.08624 0.43639 -0.26247 0.88820 -1.01762 -1.12826 -0.52038 -0.00015 0.01339 1.00000 1294
1.31747 1.72898 0.25440 -0.26247 -0.84178 0.15074 1.89497 1.07787 0.05311 1.51638 1.00000 1254
-0.37837 0.08015 0.57555 -0.26247 0.82855 0.58888 0.30380 0.13855 -0.00015 -0.24407 1.00000 1357
-0.54796 -0.32827 0.35075 1.43879 -1.73660 -1.89389 -0.63796 -0.84283 -0.00015 -0.48761 1.00000 286
1.12277 0.74573 0.97164 -0.26247 0.41097 0.15074 0.10028 -0.21194 -0.00015 1.05018 1.00000 1202
0.55120 0.18604 0.39357 -0.26247 0.17235 0.44283 -0.57320 -0.52038 -0.00015 0.36130 1.00000 226
1.09136 1.16928 1.07869 -0.26247 0.05304 0.15074 0.00777 -0.21194 -0.00015 1.09193 1.00000 1384
1.03483 0.91213 1.17504 -0.26247 -0.96109 0.44283 -0.74342 -0.21194 -0.00015 1.11280 1.00000 622
-1.29538 -0.46441 -0.73047 0.58816 -1.08040 0.44283 1.65445 2.04523 3.82617 -0.97469 1.00000 1276
-0.71754 -1.96197 -1.25502 -0.26247 1.42510 0.88097 -0.19576 -0.21194 -0.00015 -0.83553 1.00000 1420
-0.78663 -1.19806 -0.66624 -0.26247 2.43923 -0.28739 -1.25592 -1.19333 -0.00015 -0.99557 1.00000 437
-0.64845 -0.87284 0.23299 1.15525 0.17235 -1.30971 -0.87293 -1.19333 -0.00015 -0.70332 1.00000 266
-0.60448 0.21629 0.51132 0.30462 -1.02074 1.02702 1.08088 0.76944 -0.84407 -0.12578 1.00000 7
0.28740 0.21629 -0.94457 -0.26247 0.76890 0.58888 -0.19576 -0.21194 -0.00015 0.17343 1.00000 1269
1.20442 1.44157 1.28209 -0.26247 -0.96109 -0.14135 0.82185 0.76944 -0.00015 1.35634 1.00000 850
1.24838 1.19954 1.90298 -0.26247 -1.25936 0.29679 -0.72306 -0.52038 -0.00015 1.21718 1.00000 615
-1.62199 -1.25101 -1.31925 1.43879 -0.18558 1.17306 0.28530 -0.21194 -0.00015 -1.37132 1.00000 204
0.79616 0.59447 0.90741 -0.26247 -0.48385 0.44283 -0.23276 -0.21194 -0.00015 0.79968 1.00000 605
0.97830 1.16928 0.81107 -0.26247 -0.84178 0.00470 0.08177 0.13855 -0.00015 0.98059 1.00000 1267
-0.46002 -0.44929 0.15805 -0.26247 0.41097 1.02702 -0.42518 -0.52038 -0.00015 -0.45978 1.00000 660
-0.36581 -1.06192 -0.40932 -0.26247 1.72337 -3.79248 -1.04315 -0.84283 -0.00015 -0.77290 1.00000 978
-1.11324 -1.28126 -1.51194 -0.26247 1.90233 0.00470 0.63683 0.13855 -0.00015 -1.10690 1.00000 446
1.09136 0.79111 0.17946 -0.26247 -0.18558 -0.14135 0.41481 0.13855 -0.00015 1.04322 1.00000 714
1.57499 0.99533 0.77895 -0.26247 -1.02074 0.44283 -1.04315 -0.52038 -0.00015 1.34242 1.00000 782
-0.51655 -0.51736 0.25440 -0.26247 0.41097 0.73493 -1.68147 -2.11582 -0.00015 -0.57111 1.00000 814
0.83384 1.00289 1.29279 -0.26247 -0.72247 0.29679 1.04388 0.76944 -0.00015 0.97363 1.00000 553
0.21831 -0.00304 0.37216 -0.26247 -0.06627 0.29679 -0.85073 -0.52038 -0.00015 0.06210 1.00000 1284
0.31253 0.36756 0.06171 -0.26247 0.41097 0.00470 0.95137 0.13855 -1.78631 0.36826 1.00000 950
0.82128 1.03314 0.12594 -0.26247 0.11269 -0.14135 0.93287 0.76944 -0.00015 0.89013 1.00000 389
-0.83060 -1.16025 -0.32367 -0.26247 -0.18558 -0.72553 -0.12175 0.13855 -2.77771 -0.83553 1.00000 1003
0.31253 0.18604 0.52203 -0.26247 0.70924 0.88097 -0.93584 -0.52038 -0.00015 0.21518 1.00000 1425
-0.23391 -1.00898 -0.68765 -0.26247 1.30579 -3.93853 -1.70182 -1.81019 -0.00015 -0.79378 1.00000 217
0.52608 0.48858 0.06171 -0.26247 0.58993 0.00470 1.08088 0.44698 -1.78631 0.46568 1.00000 626
0.75219 1.44157 0.74683 -0.26247 -0.96109 0.88097 0.93287 1.07787 -0.00015 1.03626 1.00000 1330
-0.98762 -1.41740 -0.97669 0.58816 0.58993 -0.14135 0.08177 0.44698 0.05311 -1.01644 1.00000 923
1.17301 0.47345 0.93953 -0.26247 0.41097 -0.72553 -0.53064 -0.21194 -0.00015 0.91797 1.00000 1192
-0.96878 -0.97872 -0.55919 0.02108 -1.49798 0.00470 -0.23276 1.41434 -0.00015 -1.21823 1.00000 415
-0.37837 -0.46441 0.16876 -0.26247 0.88820 -0.57948 -0.04774 0.13855 -0.00015 -0.34844 1.00000 540
1.46193 1.37350 -0.12028 -0.26247 -0.24523 0.15074 1.00687 0.13855 0.05311 1.59292 1.00000 482
-0.71754 -1.25101 -1.03021 -0.26247 -0.00661 0.88097 -1.57416 -1.48634 -0.00015 -0.98165 1.00000 20
-0.23391 0.35244 0.81107 0.02108 -0.36454 1.02702 0.39631 0.13855 -0.00015 0.05514 1.00000 775
0.25600 -0.44929 0.00818 -0.26247 0.94786 0.15074 0.54432 0.13855 -0.00015 0.19430 1.00000 993
0.86525 0.89700 0.48991 -0.26247 0.41097 -0.28739 0.89586 0.13855 -0.00015 0.81359 1.00000 891
-0.87456 -0.75182 0.00818 -0.26247 0.76890 0.00470 -0.12175 -0.84283 -0.00015 -0.77290 1.00000 462
0.89037 1.10121 0.62908 -0.26247 -0.60316 0.00470 0.93287 0.44698 -0.00015 1.09888 1.00000 1435
-0.15226 -0.32827 0.25440 -0.26247 -0.36454 0.58888 -0.95804 -0.84283 -0.00015 -0.21624 1.00000 184
1.00971 0.74573 1.60324 -0.26247 0.11269 -0.43344 -1.08570 -0.84283 -0.00015 0.86230 1.00000 719
