RollRate PitchRate currPitch currRoll diffRollRate Y outlier number
0.81535 -0.49265 -0.13966 0.65358 0.50112 -0.96732 1.00000 75
-0.12460 -0.27887 0.23053 1.53633 -0.52910 -0.30687 1.00000 76
0.45882 -0.43921 -0.88002 1.59939 0.12649 -0.30687 1.00000 77
-0.90248 -0.17198 -0.88002 -0.79665 0.40746 0.68379 1.00000 78
1.38256 0.09525 -1.25020 0.08610 0.73526 -0.63710 1.00000 79
-0.75663 0.95038 1.34107 1.34717 -0.81007 0.35357 1.00000 80
0.55606 -0.92022 -0.32475 0.27526 0.68843 -0.30687 1.00000 81
-0.90248 -0.17198 -0.50984 -0.79665 0.40746 0.35357 1.00000 82
0.81535 0.79004 -1.06511 -0.29222 0.22015 -0.63710 1.00000 83
-0.04357 0.46937 -0.13966 0.46442 -0.66959 -0.30687 1.00000 84
-0.80525 0.57626 0.41562 0.14916 -0.76324 1.01401 1.00000 85
0.57226 -0.33232 -0.13966 -0.67054 0.87574 -0.63710 1.00000 86
0.55606 -0.17198 -0.13966 0.52748 -0.10765 -0.30687 1.00000 87
-0.83766 -0.06509 0.04544 0.33832 -0.43544 0.68379 1.00000 88
-0.18942 -0.22542 -0.13966 -0.79665 0.54795 0.35357 1.00000 89
0.42641 -0.81332 -0.88002 -0.60749 0.73526 -0.63710 1.00000 90
-0.56216 -0.01164 -0.88002 -0.92275 0.07967 0.35357 1.00000 91
1.02603 -0.22542 -1.25020 0.08610 0.40746 -0.30687 1.00000 92
-1.22660 -0.33232 0.23053 -0.10306 -0.24813 0.68379 1.00000 93
-0.91869 -0.22542 0.04544 -0.98581 0.92257 0.35357 1.00000 94
0.97741 -0.27887 -0.32475 -0.67054 0.82892 -0.30687 1.00000 95
1.22050 1.00382 0.04544 0.14916 0.22015 -0.30687 1.00000 96
-1.32384 -0.54610 0.78580 0.27526 -0.29496 0.68379 1.00000 97
-1.89105 -0.33232 1.71125 -0.73359 -0.43544 2.00467 1.00000 98
0.97741 0.04180 0.41562 -0.54443 0.07967 -0.30687 1.00000 99
0.65329 -0.33232 0.23053 0.46442 -0.34179 -0.96732 1.00000 100
-0.85387 -0.38576 0.97089 0.52748 -1.23152 1.67445 1.00000 101
0.62088 -0.81332 0.41562 -0.35527 0.22015 -0.63710 1.00000 102
-0.67560 0.30903 0.78580 -0.16611 -0.43544 0.35357 1.00000 103
-0.65939 0.30903 0.97089 -0.79665 0.22015 0.68379 1.00000 104
0.75053 0.41592 -0.13966 -0.48138 0.54795 -0.63710 1.00000 105
0.26435 1.21760 1.52616 0.46442 -0.57593 -0.30687 1.00000 106
-0.95110 -0.70643 1.15598 0.14916 -0.99738 1.34423 1.00000 107
-0.27045 -0.49265 0.60071 -0.79665 1.01623 0.68379 1.00000 108
0.68570 -1.02711 -0.13966 -0.54443 1.34403 -0.63710 1.00000 109
1.28533 0.20214 0.04544 0.96885 0.22015 -0.30687 1.00000 110
1.07465 -0.65299 0.41562 1.91466 -0.34179 -0.30687 1.00000 111
0.26435 -0.54610 0.04544 2.73435 -0.85690 -0.30687 1.00000 112
-0.98351 -0.33232 0.04544 2.41908 -1.13787 0.68379 1.00000 113
-0.22183 -0.33232 -0.69493 -0.73359 0.92257 -0.30687 1.00000 114
0.65329 0.62970 -0.13966 -0.41833 1.01623 -0.30687 1.00000 115
0.94500 0.36248 0.41562 0.59053 0.12649 -0.30687 1.00000 116
0.60467 -0.06509 0.78580 1.78855 -0.29496 -0.30687 1.00000 117
-1.17799 -0.81332 0.04544 0.77969 -0.20130 0.35357 1.00000 118
-0.07598 -0.75988 -1.62038 -0.73359 0.64160 0.35357 1.00000 119
0.36158 0.62970 -1.06511 -0.60749 0.68843 -0.63710 1.00000 120
-0.75663 1.32449 0.97089 -0.60749 -0.71641 0.35357 1.00000 121
0.76673 -1.40122 -1.62038 -0.73359 0.31381 0.35357 1.00000 122
1.04224 0.68315 -1.06511 0.14916 0.36063 -0.63710 1.00000 123
0.76673 0.79004 -0.13966 1.34717 -0.38862 -0.30687 1.00000 124
-0.87007 -0.17198 0.97089 0.90580 -0.20130 0.35357 1.00000 125
-0.77284 -0.22542 -0.13966 -0.29222 -0.20130 0.35357 1.00000 126
0.49123 0.36248 0.04544 0.59053 -0.15448 -0.30687 1.00000 127
0.49123 -0.65299 0.23053 -0.73359 0.87574 -0.63710 1.00000 128
-0.70801 0.25558 -0.50984 -0.85970 0.07967 0.35357 1.00000 129
0.88018 -0.33232 -0.32475 0.77969 -0.01399 -0.30687 1.00000 130
-0.65939 -0.17198 -0.13966 1.15801 -0.66959 -0.30687 1.00000 131
-1.14557 -0.81332 -0.50984 0.59053 -0.62276 1.01401 1.00000 132
-0.36769 -0.11853 -1.62038 -0.79665 0.73526 0.35357 1.00000 133
0.68570 0.57626 -0.88002 -0.54443 1.10988 -0.63710 1.00000 134
-0.87007 -1.13400 -0.32475 1.22107 -0.57593 1.01401 1.00000 135
0.29676 -0.97366 -1.80547 0.52748 0.78209 -0.63710 1.00000 136
-0.98351 0.36248 0.97089 0.08610 -0.10765 0.35357 1.00000 137
-0.75663 -0.65299 0.41562 -0.98581 0.40746 0.35357 1.00000 138
1.05844 -0.86677 -0.69493 -0.48138 0.68843 -0.30687 1.00000 139
0.84776 0.30903 -0.32475 0.90580 -0.34179 -0.30687 1.00000 140
-1.29143 -0.59954 -0.13966 -0.98581 0.26698 0.35357 1.00000 141
-0.75663 -0.17198 -0.32475 -2.05772 0.92257 0.35357 1.00000 142
1.07465 0.41592 -0.69493 -1.55329 0.92257 0.35357 1.00000 143
1.60945 1.75206 0.60071 -0.35527 0.59477 -0.63710 1.00000 144
0.84776 -0.06509 1.71125 1.41023 -0.95055 -0.30687 1.00000 145
-1.03213 2.50029 -1.06511 0.14916 -0.62276 0.68379 1.00000 146
0.66950 -0.49265 0.97089 -0.98581 1.43768 0.35357 1.00000 147
1.35015 -1.88223 0.41562 -0.41833 1.53134 -0.63710 1.00000 148
1.56083 -1.24089 -0.32475 0.84275 -0.10765 -0.63710 1.00000 149
-0.01115 -0.97366 -1.25020 2.16687 -1.51249 0.35357 1.00000 150
-0.85387 -0.11853 -1.06511 1.66244 -0.52910 0.68379 1.00000 151
-0.85387 2.17962 -0.13966 1.15801 -0.85690 0.35357 1.00000 152
-1.14557 -0.81332 -0.13966 0.27526 -0.06082 0.68379 1.00000 153
0.55606 0.57626 -0.13966 -0.60749 0.73526 -0.63710 1.00000 154
-0.43251 1.11071 -0.88002 -0.85970 -0.10765 0.68379 1.00000 155
1.10706 0.84348 -0.69493 0.21221 0.22015 -0.30687 1.00000 156
-1.29143 -1.40122 -0.69493 0.71664 -0.85690 1.01401 1.00000 157
0.71812 -1.56156 -1.43529 0.71664 -0.34179 -0.96732 1.00000 158
-1.43728 0.73659 -0.13966 0.14916 -0.95055 0.68379 1.00000 159
-1.50211 -0.70643 -0.50984 -0.98581 0.36063 0.68379 1.00000 160
0.83156 1.32449 0.23053 -1.80550 1.53134 -0.63710 1.00000 161
0.63709 -0.54610 1.15598 0.59053 -0.38862 0.35357 1.00000 162
-0.98351 0.84348 -1.62038 0.33832 -0.48227 0.68379 1.00000 163
0.47503 0.30903 0.23053 -0.60749 0.78209 -0.63710 1.00000 164
-0.49733 -1.29433 -1.06511 -0.85970 0.22015 0.35357 1.00000 165
0.81535 1.00382 -1.06511 -0.29222 0.59477 -1.29754 1.00000 166
-0.88628 -0.22542 0.97089 -0.16611 -0.85690 1.01401 1.00000 167
0.53985 0.20214 -0.88002 -0.60749 0.54795 -0.63710 1.00000 168
0.49123 -0.65299 -1.99056 0.46442 0.36063 -0.96732 1.00000 169
-1.66417 -0.70643 -0.13966 -0.98581 -0.43544 0.35357 1.00000 170
-1.40487 -0.54610 -0.32475 -2.05772 1.06306 1.01401 1.00000 171
1.73909 0.20214 0.97089 -0.29222 0.45429 -0.30687 1.00000 172
1.36636 -2.30980 0.41562 1.97771 -0.81007 -0.63710 1.00000 173
0.29676 -1.34778 -0.32475 2.73435 -1.60615 -0.63710 1.00000 174
-1.29143 -1.13400 -0.88002 2.41908 -2.30857 1.34423 1.00000 175
0.92879 -1.24089 0.97089 0.65358 0.64160 -0.96732 1.00000 176
-1.16178 -1.34778 0.04544 0.96885 -0.95055 1.01401 1.00000 177
0.96121 -1.18744 -1.99056 0.65358 0.50112 -1.29754 1.00000 178
-1.51831 2.07273 0.23053 0.40137 -1.09104 0.68379 1.00000 179
1.05844 -0.86677 0.23053 -1.04886 1.57817 -0.30687 1.00000 180
1.56083 -0.81332 0.04544 -0.16611 0.73526 -0.30687 1.00000 181
1.62565 -0.65299 -0.32475 1.28412 -0.06082 -0.96732 1.00000 182
0.10229 -1.24089 -1.43529 2.60825 -1.55932 -0.96732 1.00000 183
-1.24281 -1.02711 -1.62038 2.35603 -2.63637 1.34423 1.00000 184
0.47503 -0.92022 -0.32475 -0.60749 0.22015 -0.63710 1.00000 185
-0.69181 1.53828 0.41562 -0.54443 -0.66959 0.35357 1.00000 186
1.02603 -1.13400 0.04544 -0.73359 0.82892 -0.30687 1.00000 187
0.99362 -1.02711 -0.69493 0.59053 -0.15448 -0.96732 1.00000 188
-1.24281 -1.88223 -0.69493 0.21221 -0.43544 0.68379 1.00000 189
-0.67560 -0.81332 -1.43529 -0.85970 1.06306 0.35357 1.00000 190
0.96121 -0.17198 -1.62038 -0.54443 1.10988 -1.29754 1.00000 191
-1.16178 -0.65299 -0.50984 0.08610 -1.74663 1.34423 1.00000 192
0.39400 -1.02711 -2.17565 -0.67054 1.39085 -0.30687 1.00000 193
1.05844 1.59172 -0.88002 0.02305 0.82892 -0.63710 1.00000 194
-0.80525 0.79004 1.52616 0.96885 -0.95055 1.01401 1.00000 195
-0.57836 0.25558 0.04544 -0.92275 0.07967 0.35357 1.00000 196
0.63709 -0.38576 -0.32475 0.77969 -0.20130 -0.30687 1.00000 197
-1.30763 -0.17198 -0.32475 -1.04886 0.03284 0.68379 1.00000 198
0.71812 0.04180 -0.13966 -1.67940 1.06306 -0.63710 1.00000 199
0.00505 -1.45467 -1.43529 -0.73359 0.78209 0.35357 1.00000 200
0.55606 0.52281 -1.06511 -0.48138 0.92257 -0.63710 1.00000 201
0.47503 -0.54610 -0.32475 0.46442 -0.10765 -0.63710 1.00000 202
-0.99972 -0.11853 -0.13966 0.14916 -0.62276 0.68379 1.00000 203
-0.90248 0.20214 0.23053 -0.98581 0.40746 0.68379 1.00000 204
0.65329 -1.08055 -0.50984 -0.98581 0.26698 -0.30687 1.00000 205
-0.15701 0.95038 0.78580 -0.79665 0.22015 0.35357 1.00000 206
0.53985 0.14869 1.15598 -0.54443 0.78209 -0.30687 1.00000 207
0.71812 0.30903 1.52616 0.08610 0.17332 0.35357 1.00000 208
0.78294 -1.13400 0.97089 0.65358 0.12649 -0.30687 1.00000 209
0.50744 -2.04257 -0.32475 1.53633 -0.24813 -0.30687 1.00000 210
-0.25424 -1.50812 -1.43529 1.78855 -0.99738 -0.30687 1.00000 211
-1.87484 0.09525 -1.62038 -1.23802 -0.10765 0.68379 1.00000 212
-1.63175 0.52281 -1.25020 -2.30993 0.87574 0.35357 1.00000 213
-0.85387 0.41592 -0.88002 -3.12963 1.39085 0.35357 1.00000 214
1.43118 0.20214 -0.69493 -2.56215 1.48451 -0.63710 1.00000 215
0.81535 -0.49265 1.89634 -1.42718 1.06306 -0.30687 1.00000 216
1.35015 -0.65299 1.15598 0.59053 0.03284 -0.96732 1.00000 217
-1.29143 0.84348 0.60071 1.03191 -0.62276 1.01401 1.00000 218
-0.75663 0.36248 1.34107 -0.79665 0.64160 0.35357 1.00000 219
-0.04357 -0.11853 1.71125 -0.73359 -0.24813 1.01401 1.00000 220
-0.25424 -0.33232 -0.32475 -0.79665 0.12649 0.35357 1.00000 221
-0.40010 0.30903 2.08143 -1.17497 0.36063 0.35357 1.00000 222
-0.15701 0.14869 0.23053 -0.79665 0.03284 0.35357 1.00000 223
0.23194 -0.17198 0.41562 0.52748 -0.10765 -0.30687 1.00000 224
-0.67560 -0.43921 0.23053 0.27526 -0.43544 1.01401 1.00000 225
0.81535 -0.54610 -0.32475 0.71664 0.40746 -0.63710 1.00000 226
-0.69181 -0.59954 0.04544 1.34717 -0.71641 0.35357 1.00000 227
-1.04834 0.68315 -0.69493 -0.85970 0.31381 0.35357 1.00000 228
0.81535 0.52281 1.52616 -0.98581 0.73526 -0.30687 1.00000 229
-0.67560 1.16416 0.78580 0.90580 -0.34179 0.35357 1.00000 230
0.79915 0.04180 1.52616 1.34717 0.07967 -0.63710 1.00000 231
-0.69181 -0.59954 0.97089 1.85160 -1.27835 0.35357 1.00000 232
-1.72899 -1.02711 0.23053 0.52748 -0.66959 0.68379 1.00000 233
-1.59934 -0.70643 0.41562 -0.79665 1.06306 0.35357 1.00000 234
1.15568 0.52281 -1.25020 -0.60749 0.50112 -0.30687 1.00000 235
1.05844 0.46937 -0.88002 0.46442 -0.24813 -0.30687 1.00000 236
-0.77284 -0.86677 -0.32475 0.96885 -0.48227 0.68379 1.00000 237
-0.01115 1.27105 1.52616 0.46442 -0.15448 -0.30687 1.00000 238
0.58847 -2.52358 -2.17565 0.46442 0.87574 -0.30687 1.00000 239
0.84776 1.16416 -2.54583 0.84275 0.54795 -0.63710 1.00000 240
0.41020 1.43138 -0.69493 1.78855 -0.57593 -0.30687 1.00000 241
-0.70801 -0.70643 0.23053 1.28412 -0.15448 0.35357 1.00000 242
-0.61078 -0.86677 -1.62038 -0.85970 0.12649 0.68379 1.00000 243
0.65329 1.11071 -0.69493 -0.60749 0.45429 -0.30687 1.00000 244
0.37779 -1.50812 1.15598 0.52748 0.12649 -0.30687 1.00000 245
-0.67560 -0.86677 -0.69493 0.14916 -0.10765 0.68379 1.00000 246
0.28055 -0.54610 0.23053 0.46442 0.12649 -0.30687 1.00000 247
-0.15701 -0.11853 0.23053 -0.79665 0.45429 0.35357 1.00000 248
0.37779 -0.49265 -0.13966 -0.60749 0.64160 -0.63710 1.00000 249
-0.78904 -0.43921 0.23053 -0.85970 0.12649 0.68379 1.00000 250
-0.62698 0.20214 0.41562 0.33832 -0.24813 0.35357 1.00000 251
0.81535 0.04180 -0.50984 -0.29222 0.45429 -0.63710 1.00000 252
-0.72422 -1.34778 0.04544 0.27526 -0.34179 1.01401 1.00000 253
0.97741 0.36248 -0.88002 0.65358 0.78209 -0.63710 1.00000 254
-1.51831 0.84348 0.78580 0.14916 -0.34179 0.68379 1.00000 255
-0.90248 -1.61501 0.04544 -0.98581 1.20354 0.68379 1.00000 256
0.91259 -1.93568 -2.36074 -0.92275 1.43768 -0.30687 1.00000 257
1.60945 -0.06509 -2.17565 0.65358 0.22015 -0.30687 1.00000 258
0.57226 0.73659 -1.06511 2.73435 -0.81007 -0.30687 1.00000 259
-0.07598 -1.45467 -0.13966 1.85160 -0.06082 -0.63710 1.00000 260
-0.67560 0.79004 0.60071 1.59939 -0.62276 0.35357 1.00000 261
-0.64319 -0.33232 0.60071 1.47328 -0.48227 0.35357 1.00000 262
-1.34005 -0.54610 -1.25020 -0.92275 -0.29496 0.68379 1.00000 263
-0.83766 0.25558 -1.06511 -2.12077 0.87574 0.68379 1.00000 264
1.13947 0.57626 0.04544 -1.74245 1.10988 -0.96732 1.00000 265
-1.45349 -1.34778 -0.69493 -0.73359 -0.81007 1.34423 1.00000 266
0.84776 0.62970 -0.88002 -1.74245 1.15671 -0.63710 1.00000 267
1.15568 0.73659 0.04544 -0.41833 0.12649 -0.63710 1.00000 268
-1.27522 -0.43921 -0.32475 0.02305 -1.13787 0.35357 1.00000 269
-1.69658 0.57626 0.04544 -1.11192 -0.24813 0.35357 1.00000 270
-1.53452 0.41592 0.41562 -2.18383 0.54795 1.01401 1.00000 271
1.17188 -0.65299 -0.50984 -2.75131 2.09328 -0.96732 1.00000 272
1.85254 -0.33232 -0.69493 -0.54443 0.03284 -0.63710 1.00000 273
1.17188 1.27105 0.23053 0.65358 -1.27835 -1.29754 1.00000 274
0.02126 -1.56156 0.60071 0.46442 1.06306 -0.63710 1.00000 275
-0.74042 -0.06509 -1.80547 0.14916 -0.43544 0.35357 1.00000 276
-0.40010 0.79004 -0.69493 -0.98581 0.50112 0.35357 1.00000 277
1.30153 -0.97366 -0.88002 0.84275 0.36063 -0.30687 1.00000 278
0.94500 0.30903 -0.69493 1.91466 -0.62276 -0.30687 1.00000 279
-1.58314 -0.65299 -0.32475 0.71664 -0.34179 0.68379 1.00000 280
-0.93490 -0.43921 -0.88002 -0.92275 1.10988 0.35357 1.00000 281
0.88018 -0.65299 -0.32475 -0.85970 1.20354 -0.63710 1.00000 282
1.04224 -0.33232 -0.50984 0.84275 -0.06082 -0.30687 1.00000 283
0.52364 0.89693 0.23053 1.47328 -0.76324 -0.30687 1.00000 284
0.08608 -2.04257 -0.13966 1.66244 -1.04421 -0.30687 1.00000 285
-1.30763 -1.40122 -1.06511 1.15801 -1.32518 0.68379 1.00000 286
-1.66417 1.05727 -0.32475 -0.29222 0.03284 0.35357 1.00000 287
-0.91869 0.30903 0.04544 -1.99467 0.87574 0.35357 1.00000 288
0.55606 -0.33232 -0.32475 -2.18383 1.20354 -0.30687 1.00000 289
0.79915 -0.22542 -0.50984 0.52748 -0.20130 -0.30687 1.00000 290
-0.96731 -0.54610 -0.50984 0.65358 -0.76324 0.68379 1.00000 291
-0.43251 -0.22542 -0.69493 -0.98581 0.59477 0.68379 1.00000 292
0.76673 0.09525 -0.50984 -0.67054 0.96940 -0.63710 1.00000 293
0.68570 0.30903 0.23053 0.59053 -0.24813 -0.63710 1.00000 294
-0.70801 -1.02711 -0.32475 0.71664 -0.76324 1.01401 1.00000 295
0.60467 -0.86677 -0.32475 -0.67054 0.87574 -0.96732 1.00000 296
-0.95110 0.14869 0.23053 -0.60749 -0.81007 0.68379 1.00000 297
1.30153 -1.50812 -0.50984 -0.48138 0.92257 -0.30687 1.00000 298
1.41497 -0.92022 -0.88002 0.59053 -0.06082 -0.96732 1.00000 299
0.23194 0.57626 -0.50984 1.72550 -1.27835 0.35357 1.00000 300
-1.09696 -1.77534 -0.32475 1.28412 -0.81007 1.01401 1.00000 301
-1.50211 1.80550 0.04544 0.08610 -0.71641 0.68379 1.00000 302
1.13947 -1.08055 0.41562 -1.67940 1.99962 -0.63710 1.00000 303
1.54462 -0.70643 -0.13966 -0.04000 0.03284 -0.30687 1.00000 304
1.20430 1.53828 0.41562 1.15801 -1.09104 -0.30687 1.00000 305
-0.85387 -1.02711 0.60071 1.41023 -0.62276 0.68379 1.00000 306
0.58847 -1.82879 -2.54583 0.84275 0.54795 -0.63710 1.00000 307
0.19952 1.37794 -1.80547 2.04076 -0.38862 -0.63710 1.00000 308
-0.65939 2.33996 0.23053 1.91466 -1.09104 0.35357 1.00000 309
0.94500 -1.50812 -0.13966 -0.92275 1.62499 -0.96732 1.00000 310
-0.41630 -0.49265 -0.50984 -0.79665 0.07967 0.68379 1.00000 311
0.60467 0.95038 -0.13966 -0.60749 0.73526 -0.63710 1.00000 312
-0.01115 -1.13400 0.41562 0.40137 0.03284 -0.63710 1.00000 313
-1.22660 -0.33232 -1.25020 -1.17497 -0.24813 0.68379 1.00000 314
-0.96731 1.16416 -0.69493 -2.18383 0.64160 0.35357 1.00000 315
0.89638 0.36248 0.60071 -2.18383 1.10988 0.35357 1.00000 316
1.62565 -1.61501 0.04544 -1.17497 1.01623 -0.96732 1.00000 317
-0.99972 0.41592 -1.80547 0.46442 -1.32518 0.68379 1.00000 318
0.68570 -1.02711 -1.25020 -0.48138 0.17332 -0.30687 1.00000 319
-0.04357 0.57626 -0.13966 0.46442 -0.38862 -0.63710 1.00000 320
-0.85387 0.04180 0.04544 0.21221 -1.27835 1.34423 1.00000 321
-0.33527 0.09525 0.60071 -0.79665 0.03284 0.68379 1.00000 322
0.78294 -0.92022 0.04544 -0.60749 1.34403 -1.29754 1.00000 323
0.55606 -0.01164 0.23053 0.59053 -0.43544 0.35357 1.00000 324
-1.24281 0.89693 -0.69493 0.14916 -0.71641 0.68379 1.00000 325
0.81535 -1.13400 0.04544 -2.05772 1.20354 -0.96732 1.00000 326
0.11849 -0.54610 -0.50984 0.52748 -0.06082 -0.30687 1.00000 327
-0.72422 -0.38576 -0.69493 0.14916 -0.38862 0.35357 1.00000 328
0.66950 -0.70643 -0.88002 -0.60749 1.01623 -0.96732 1.00000 329
0.41020 -0.43921 -1.25020 0.52748 -0.34179 -0.30687 1.00000 330
-0.85387 1.32449 0.60071 0.40137 -0.85690 1.01401 1.00000 331
0.83156 0.79004 -0.50984 0.52748 0.22015 -0.63710 1.00000 332
-0.75663 -0.43921 -0.13966 0.84275 -0.29496 0.35357 1.00000 333
-0.56216 1.32449 -0.32475 -0.79665 -0.06082 0.68379 1.00000 334
0.71812 -0.59954 0.41562 -0.60749 0.59477 -0.96732 1.00000 335
0.34538 0.52281 -0.88002 -0.60749 0.59477 -0.63710 1.00000 336
-0.46492 0.62970 -1.06511 -0.92275 0.03284 0.35357 1.00000 337
-0.65939 0.36248 0.04544 -2.18383 0.59477 0.35357 1.00000 338
1.18809 -1.34778 -0.32475 -0.35527 0.17332 -0.30687 1.00000 339
0.84776 -1.13400 -0.88002 0.59053 -0.48227 -0.30687 1.00000 340
0.68570 -0.06509 -0.32475 -1.61634 0.17332 -0.30687 1.00000 341
0.44261 0.04180 0.23053 -0.60749 -0.20130 -0.30687 1.00000 342
-0.85387 0.25558 1.34107 -0.92275 -0.38862 0.68379 1.00000 343
0.96121 -0.54610 0.78580 -0.48138 0.36063 -0.30687 1.00000 344
0.94500 -1.61501 -0.13966 0.84275 -0.10765 -0.30687 1.00000 345
-1.21040 -1.08055 -0.50984 0.65358 -0.29496 0.35357 1.00000 346
0.49123 -0.01164 -0.88002 -0.29222 0.36063 -0.30687 1.00000 347
