X1 X2 X3 X4 Y outlier number
-0.04480 -0.43646 -0.55649 -0.62776 -0.72798 1.00000 114
0.27704 0.35457 0.08837 0.97168 0.43248 1.00000 508
0.27704 0.98739 0.60425 -0.21309 0.26109 1.00000 857
-0.20573 0.27547 0.02214 -0.06499 0.09854 1.00000 822
-0.20573 -0.12005 0.02330 -0.06499 0.11776 1.00000 6
-0.78505 -0.80033 -0.67268 -0.76401 -0.86124 1.00000 215
-0.84942 -0.83197 -0.75052 -0.58333 -0.78143 1.00000 414
1.56443 1.62022 2.15423 2.74883 2.55597 1.00000 227
-0.20573 -0.51556 -0.62272 -0.43523 -0.46991 1.00000 795
-0.75286 -0.78451 -0.84115 -0.56852 -0.81156 1.00000 397
-0.84942 -0.83197 -0.84812 -0.65738 -0.85854 1.00000 1003
-0.72068 -0.62631 -0.59483 -0.67219 -0.75334 1.00000 652
-0.78505 -0.68959 -0.67384 -0.70181 -0.80019 1.00000 89
-0.78505 -0.57884 -0.53674 -0.59814 -0.69656 1.00000 740
-0.84942 -0.67377 -0.36245 -0.73143 -0.62326 1.00000 369
0.59889 -0.12005 0.02330 1.41597 0.53742 1.00000 792
-0.84942 -0.67377 -0.75169 -0.77586 -0.90880 1.00000 158
2.04720 2.09483 1.50705 2.00835 1.75699 1.00000 443
-0.81723 -0.62631 -0.24626 -0.53890 -0.39464 1.00000 679
-0.81723 -0.81615 -0.86671 -0.76993 -0.93726 1.00000 587
1.08166 2.17394 2.83277 0.15715 1.86527 1.00000 25
0.59889 0.67098 0.34631 1.41597 0.70905 1.00000 14
-0.84942 -0.67377 -0.36245 -0.65738 -0.60093 1.00000 73
-0.52757 -0.67377 -0.75169 -0.13904 -0.37870 1.00000 404
-0.75286 -0.53138 -0.47864 -0.45004 -0.34744 1.00000 581
-0.84942 -0.75287 -0.55649 -0.77586 -0.85147 1.00000 115
-0.84942 -0.67377 -0.65293 -0.73143 -0.79768 1.00000 513
-0.72068 -0.62631 -0.59483 -0.67219 -0.74038 1.00000 664
0.59889 -0.12005 0.02330 0.67549 0.37972 1.00000 288
-0.78505 -0.68959 -0.40195 -0.70181 -0.64010 1.00000 567
-0.84942 -0.75287 -0.75052 -0.73143 -0.84364 1.00000 412
-0.36665 -0.59466 -0.55765 0.08310 -0.25112 1.00000 860
2.04720 0.59188 0.28008 0.60144 0.53642 1.00000 400
-0.72068 -0.48392 -0.59483 -0.53890 -0.65346 1.00000 889
-0.36665 -0.27825 -0.16957 -0.21309 -0.13421 1.00000 323
-0.81723 -0.81615 -0.71102 -0.62776 -0.76515 1.00000 399
-0.78505 -0.80033 -0.85432 -0.49447 -0.62421 1.00000 521
-0.04480 -0.43646 -0.55649 0.52739 -0.05256 1.00000 173
-0.04480 -0.43646 -0.55649 -0.36119 -0.42089 1.00000 886
1.08166 2.17394 2.83277 1.11978 2.14417 1.00000 154
0.27704 -0.27825 -0.16957 -0.56852 -0.48530 1.00000 273
0.27704 -0.27825 -0.16957 0.97168 0.29292 1.00000 777
-0.75286 -0.65795 -0.32411 -0.75808 -0.61359 1.00000 84
-0.72068 -0.62631 -0.71334 -0.75216 -0.83111 1.00000 699
-0.04480 -0.43646 -0.55649 0.52739 -0.04909 1.00000 1040
0.27704 0.98739 1.38040 0.97168 1.34559 1.00000 484
0.59889 -0.12005 0.02330 1.41597 0.57820 1.00000 863
-0.20573 -0.51556 -0.62272 -0.65738 -0.74984 1.00000 1005
0.27704 0.35457 0.60425 -0.21309 0.32927 1.00000 490
-0.84942 -0.75287 -0.55649 -0.58333 -0.69530 1.00000 977
-0.72068 -0.76869 -0.59483 -0.53890 -0.61423 1.00000 833
-0.20573 -0.51556 -0.46005 -0.43523 -0.34430 1.00000 809
-0.72068 -0.76869 -0.82837 -0.53890 -0.79077 1.00000 989
1.56443 1.62022 2.15423 0.37929 1.54410 1.00000 247
-0.78505 -0.80033 -0.80862 -0.59814 -0.80482 1.00000 49
-0.81723 -0.72123 -0.79003 -0.53890 -0.79088 1.00000 113
0.27704 0.35457 0.08837 0.37929 0.23499 1.00000 358
-0.72068 -0.48392 -0.59483 -0.67219 -0.75434 1.00000 576
-0.72068 -0.62631 -0.71334 -0.40562 -0.52234 1.00000 788
-0.75286 -0.53138 -0.63666 -0.68700 -0.77963 1.00000 715
0.59889 -0.12005 0.02330 -0.50928 -0.19711 1.00000 85
0.59889 1.46201 1.96135 0.67549 1.49591 1.00000 733
1.56443 0.35457 0.60425 0.37929 0.75118 1.00000 936
-0.84942 -0.67377 -0.65293 -0.65738 -0.78190 1.00000 1025
-0.75286 -0.65795 -0.73774 -0.56852 -0.76307 1.00000 310
-0.81723 -0.81615 -0.86671 -0.71662 -0.90281 1.00000 891
-0.78505 -0.57884 -0.53674 -0.70181 -0.71594 1.00000 45
0.59889 0.67098 0.99233 -0.06499 0.68502 1.00000 415
-0.75286 -0.78451 -0.79003 -0.75808 -0.89220 1.00000 194
-0.84942 -0.67377 -0.36245 -0.73143 -0.62252 1.00000 915
-0.36665 -0.27825 -0.42752 -0.68700 -0.69779 1.00000 855
1.08166 0.11726 0.31378 2.08240 1.16616 1.00000 498
-0.20573 -0.12005 0.02330 -0.43523 -0.09195 1.00000 472
-0.36665 0.03816 0.21850 0.08310 0.25530 1.00000 529
-0.04480 0.51278 0.79945 -0.36119 0.39119 1.00000 791
0.27704 0.98739 1.38040 0.97168 1.34124 1.00000 856
-0.81723 -0.81615 -0.86671 -0.62776 -0.87061 1.00000 339
0.59889 0.67098 0.34631 -0.50928 -0.07225 1.00000 77
-0.81723 -0.62631 -0.71334 -0.76993 -0.89504 1.00000 491
0.27704 0.35457 0.08837 0.37929 0.23546 1.00000 28
-0.78505 -0.68959 -0.76369 -0.49447 -0.58222 1.00000 647
-0.36665 -0.27825 -0.42752 0.08310 -0.18737 1.00000 956
-0.72068 -0.76869 -0.76912 -0.53890 -0.76556 1.00000 236
-0.72068 -0.62631 -0.71334 -0.40562 -0.52338 1.00000 274
1.56443 2.88586 2.15190 0.37929 1.44104 1.00000 565
-0.36665 -0.59466 -0.68546 -0.68700 -0.80359 1.00000 409
-0.72068 -0.76869 -0.76912 -0.67219 -0.81992 1.00000 311
-0.78505 -0.57884 -0.53674 -0.59814 -0.69567 1.00000 422
-0.78505 -0.68959 -0.40195 -0.49447 -0.31918 1.00000 613
-0.04480 -0.43646 -0.36245 -0.62776 -0.60426 1.00000 285
1.08166 0.11726 -0.10683 1.11978 0.42345 1.00000 44
-0.52757 -0.19915 -0.07198 -0.58333 -0.51573 1.00000 204
-0.36665 -0.59466 -0.55765 -0.68700 -0.71868 1.00000 730
-0.78505 -0.57884 -0.53674 -0.49447 -0.40572 1.00000 925
2.04720 0.59188 0.28008 2.00835 1.02599 1.00000 175
-0.04480 -0.43646 -0.36245 0.52739 0.01122 1.00000 1028
-0.04480 -0.43646 -0.36245 0.08310 -0.09411 1.00000 961
1.08166 0.11726 0.31378 -0.42042 0.20405 1.00000 333
-0.75286 -0.78451 -0.79003 -0.68700 -0.82567 1.00000 562
-0.04480 0.51278 0.79945 0.52739 0.78835 1.00000 639
-0.36665 0.03816 -0.16957 -0.21309 -0.15824 1.00000 949
-0.72068 -0.76869 -0.76912 -0.67219 -0.81893 1.00000 134
0.59889 0.67098 0.99233 1.41597 1.20346 1.00000 213
-0.78505 -0.68959 -0.40195 -0.59814 -0.52328 1.00000 660
-0.81723 -0.62631 -0.59483 -0.53890 -0.64730 1.00000 696
1.08166 1.14560 1.57328 1.11978 1.55963 1.00000 885
-0.72068 -0.62631 -0.71334 -0.67219 -0.81029 1.00000 840
-0.81723 -0.81615 -0.82721 -0.71662 -0.86398 1.00000 377
1.08166 2.17394 2.83277 1.11978 2.14449 1.00000 9
-0.75286 -0.65795 -0.73774 -0.45004 -0.55257 1.00000 243
-0.52757 -0.43646 -0.55649 -0.36119 -0.45268 1.00000 908
-0.78505 -0.68959 -0.76369 -0.76401 -0.86340 1.00000 379
-0.84942 -0.67377 -0.36245 -0.77586 -0.78637 1.00000 74
-0.81723 -0.62631 -0.24626 -0.62776 -0.43275 1.00000 617
-0.75286 -0.78451 -0.63433 -0.45004 -0.42725 1.00000 535
-0.72068 -0.76869 -0.82837 -0.40562 -0.55948 1.00000 805
-0.78505 -0.80033 -0.67268 -0.59814 -0.73017 1.00000 600
0.27704 -0.27825 -0.42752 0.37929 -0.07714 1.00000 938
-0.52757 -0.19915 -0.36477 -0.58333 -0.64915 1.00000 494
2.04720 2.09483 2.73518 3.41527 3.39513 1.00000 401
-0.20573 -0.12005 -0.29855 0.30525 -0.05418 1.00000 294
-0.04480 -0.43646 -0.36245 -0.62776 -0.59658 1.00000 798
-0.04480 0.03816 -0.16957 -0.62776 -0.56443 1.00000 659
-0.36665 0.03816 0.21850 -0.50928 -0.35463 1.00000 884
0.27704 0.35457 0.08837 -0.21309 0.00605 1.00000 434
-0.78505 -0.68959 -0.40195 -0.49447 -0.30465 1.00000 800
2.04720 3.59779 4.57562 0.60144 3.15323 1.00000 984
0.27704 -0.27825 -0.16957 0.97168 0.32611 1.00000 444
-0.84942 -0.83197 -0.84812 -0.58333 -0.84302 1.00000 753
-0.75286 -0.65795 -0.63433 -0.56852 -0.68129 1.00000 823
2.52997 0.82919 0.47528 2.45264 1.29621 1.00000 23
1.08166 2.17394 1.57328 0.15715 1.03515 1.00000 670
-0.36665 -0.27825 -0.16957 -0.50928 -0.52903 1.00000 174
1.08166 2.17394 1.57328 2.08240 1.78242 1.00000 768
-0.81723 -0.81615 -0.82721 -0.53890 -0.80671 1.00000 1041
-0.72068 -0.76869 -0.59483 -0.40562 -0.36444 1.00000 527
1.56443 0.35457 0.08837 1.56406 0.68274 1.00000 237
-0.75286 -0.65795 -0.32411 -0.45004 -0.24093 1.00000 351
-0.20573 -0.12005 0.02330 -0.06499 0.11274 1.00000 352
-0.20573 -0.51556 -0.46005 0.30525 -0.13732 1.00000 711
-0.72068 -0.62631 -0.24626 -0.53890 -0.50211 1.00000 101
-0.84942 -0.83197 -0.87988 -0.73143 -0.91300 1.00000 411
-0.78505 -0.80033 -0.85432 -0.76401 -0.90544 1.00000 426
-0.78505 -0.57884 -0.67500 -0.49447 -0.50947 1.00000 583
-0.72068 -0.62631 -0.71334 -0.67219 -0.81107 1.00000 1018
-0.78505 -0.68959 -0.76369 -0.59814 -0.81463 1.00000 756
-0.78505 -0.80033 -0.85432 -0.70181 -0.89210 1.00000 456
1.56443 0.35457 0.60425 -0.33157 0.44880 1.00000 946
-0.84942 -0.67377 -0.65293 -0.65738 -0.78190 1.00000 464
-0.78505 -0.68959 -0.76369 -0.70181 -0.83930 1.00000 260
-0.81723 -0.72123 -0.47864 -0.76993 -0.83056 1.00000 98
1.08166 1.14560 1.57328 0.15715 1.12533 1.00000 954
-0.72068 -0.62631 -0.71334 -0.53890 -0.76164 1.00000 226
2.52997 0.82919 1.18520 4.08170 2.82524 1.00000 223
2.04720 3.59779 2.73401 3.41527 3.14319 1.00000 103
2.04720 2.09483 2.73518 0.60144 2.01564 1.00000 999
-0.20573 -0.12005 -0.29855 0.30525 -0.05372 1.00000 264
-0.04480 -0.43646 -0.36245 -0.62776 -0.49726 1.00000 315
2.52997 0.82919 0.47528 4.08170 2.47956 1.00000 465
1.56443 1.62022 1.12013 -0.33157 0.62267 1.00000 681
-0.78505 -0.68959 -0.40195 -0.76401 -0.79696 1.00000 448
-0.75286 -0.53138 -0.47864 -0.45004 -0.35744 1.00000 52
-0.04480 0.51278 0.21734 0.52739 0.34769 1.00000 361
2.04720 0.59188 0.28008 3.41527 1.90026 1.00000 38
-0.75286 -0.65795 -0.63433 -0.68700 -0.77039 1.00000 614
-0.36665 -0.27825 -0.16957 -0.50928 -0.41367 1.00000 4
-0.52757 -0.43646 -0.36245 -0.36119 -0.29641 1.00000 528
-0.04480 -0.43646 -0.55649 0.08310 -0.22083 1.00000 599
2.52997 2.56945 1.89396 2.45264 2.15291 1.00000 446
-0.75286 -0.65795 -0.63433 -0.68700 -0.76959 1.00000 1004
-0.52757 -0.43646 -0.36245 -0.58333 -0.63895 1.00000 516
1.08166 1.14560 0.73322 2.08240 1.24239 1.00000 473
0.59889 -0.12005 -0.29855 -0.50928 -0.45670 1.00000 8
0.27704 0.98739 0.60425 -0.21309 0.25805 1.00000 218
0.59889 1.46201 1.96135 1.41597 1.80440 1.00000 743
-0.84942 -0.67377 -0.65293 -0.73143 -0.79669 1.00000 297
-0.52757 -0.19915 -0.36477 -0.13904 -0.19972 1.00000 932
2.52997 0.82919 0.47528 4.08170 2.47982 1.00000 615
-0.36665 0.03816 -0.16957 -0.50928 -0.43654 1.00000 76
2.04720 2.09483 1.50705 3.41527 2.44866 1.00000 869
0.59889 0.67098 0.34631 -0.06499 0.29226 1.00000 816
-0.84942 -0.83197 -0.87988 -0.58333 -0.85753 1.00000 304
-0.20573 -0.12005 0.02330 0.30525 0.17894 1.00000 387
1.08166 2.17394 1.57328 0.15715 1.03637 1.00000 13
-0.75286 -0.53138 -0.63666 -0.45004 -0.48150 1.00000 543
-0.78505 -0.68959 -0.67384 -0.59814 -0.74859 1.00000 942
-0.78505 -0.57884 -0.67500 -0.59814 -0.72132 1.00000 726
2.04720 3.59779 2.73401 0.60144 1.84380 1.00000 50
1.08166 0.11726 0.31378 2.08240 1.03632 1.00000 65
-0.78505 -0.68959 -0.40195 -0.76401 -0.80044 1.00000 545
2.52997 2.56945 1.89396 4.08170 3.17654 1.00000 345
-0.81723 -0.72123 -0.79003 -0.76993 -0.87665 1.00000 941
0.27704 -0.27825 -0.16957 -0.21309 -0.07958 1.00000 991
-0.75286 -0.53138 -0.63666 -0.75808 -0.78428 1.00000 716
0.59889 1.46201 1.96135 0.67549 1.45973 1.00000 155
0.59889 -0.12005 -0.29855 -0.06499 -0.06819 1.00000 686
-0.81723 -0.81615 -0.82721 -0.76993 -0.91801 1.00000 47
2.04720 3.59779 4.57562 2.00835 3.62545 1.00000 348
-0.72068 -0.62631 -0.59483 -0.67219 -0.74665 1.00000 384
0.59889 0.67098 0.99233 0.67549 0.99126 1.00000 571
2.52997 0.82919 0.47528 0.82358 0.76840 1.00000 492
-0.84942 -0.67377 -0.36245 -0.65738 -0.61341 1.00000 593
-0.81723 -0.81615 -0.71102 -0.71662 -0.80043 1.00000 286
1.08166 1.14560 1.57328 2.08240 1.93950 1.00000 225
-0.81723 -0.62631 -0.71334 -0.53890 -0.76168 1.00000 854
-0.20573 -0.51556 -0.62272 0.30525 -0.18420 1.00000 108
-0.52757 -0.43646 -0.36245 -0.36119 -0.29156 1.00000 672
-0.20573 -0.12005 0.02330 0.30525 0.18592 1.00000 57
1.56443 0.35457 0.08837 1.56406 0.67487 1.00000 58
2.04720 0.59188 0.89473 2.00835 1.53386 1.00000 776
1.56443 1.62022 2.15423 2.74883 2.68032 1.00000 741
-0.78505 -0.68959 -0.40195 -0.76401 -0.63674 1.00000 467
0.59889 -0.12005 0.02330 -0.06499 0.15704 1.00000 10
-0.36665 -0.27825 -0.42752 -0.21309 -0.33346 1.00000 998
-0.04480 0.51278 0.21734 0.08310 0.23378 1.00000 728
2.04720 2.09483 1.50705 2.00835 1.76646 1.00000 618
-0.75286 -0.53138 -0.63666 -0.75808 -0.78760 1.00000 900
-0.84942 -0.83197 -0.87988 -0.58333 -0.85096 1.00000 1047
-0.20573 -0.12005 -0.29855 -0.65738 -0.62462 1.00000 750
-0.84942 -0.83197 -0.75052 -0.65738 -0.80646 1.00000 539
-0.84942 -0.83197 -0.75052 -0.73143 -0.82604 1.00000 597
-0.84942 -0.83197 -0.87988 -0.73143 -0.91397 1.00000 757
-0.72068 -0.48392 -0.42055 -0.67219 -0.64955 1.00000 195
-0.72068 -0.76869 -0.59483 -0.40562 -0.36580 1.00000 165
-0.78505 -0.68959 -0.40195 -0.59814 -0.60921 1.00000 343
-0.36665 -0.59466 -0.68546 0.08310 -0.29886 1.00000 748
-0.84942 -0.75287 -0.55649 -0.73143 -0.73750 1.00000 927
-0.75286 -0.78451 -0.79003 -0.68700 -0.82428 1.00000 835
-0.81723 -0.72123 -0.79003 -0.62776 -0.81349 1.00000 321
-0.72068 -0.62631 -0.24626 -0.40562 -0.17925 1.00000 606
-0.78505 -0.80033 -0.80862 -0.49447 -0.61248 1.00000 837
-0.78505 -0.68959 -0.40195 -0.70181 -0.63663 1.00000 475
2.04720 0.59188 0.89473 3.41527 2.16376 1.00000 97
-0.81723 -0.81615 -0.86671 -0.76993 -0.91977 1.00000 296
0.27704 -0.27825 -0.42752 0.97168 0.19535 1.00000 677
0.27704 0.98739 1.38040 -0.21309 0.81491 1.00000 1049
-0.72068 -0.62631 -0.59483 -0.53890 -0.64768 1.00000 374
-0.52757 -0.19915 -0.36477 -0.13904 -0.19964 1.00000 786
0.27704 0.98739 0.60425 0.37929 0.55826 1.00000 580
2.04720 0.59188 0.28008 2.00835 1.03012 1.00000 867
-0.84942 -0.75287 -0.75052 -0.73143 -0.84474 1.00000 898
-0.84942 -0.67377 -0.65293 -0.65738 -0.78115 1.00000 364
0.59889 0.67098 0.99233 0.67549 1.02140 1.00000 970
-0.36665 -0.59466 -0.55765 0.08310 -0.25441 1.00000 549
0.27704 0.35457 0.08837 0.97168 0.43454 1.00000 918
-0.72068 -0.62631 -0.24626 -0.40562 -0.17925 1.00000 948
-0.81723 -0.62631 -0.59483 -0.53890 -0.69635 1.00000 909
-0.36665 -0.27825 -0.16957 -0.50928 -0.39916 1.00000 138
-0.04480 -0.43646 -0.55649 0.52739 -0.05796 1.00000 163
-0.75286 -0.65795 -0.63433 -0.45004 -0.46264 1.00000 408
-0.84942 -0.83197 -0.87988 -0.77586 -0.94259 1.00000 162
0.27704 0.98739 1.38040 -0.21309 0.82179 1.00000 64
-0.36665 -0.59466 -0.55765 -0.50928 -0.68807 1.00000 875
-0.78505 -0.80033 -0.80862 -0.76401 -0.87331 1.00000 205
2.04720 0.59188 0.89473 0.60144 1.11158 1.00000 91
-0.75286 -0.65795 -0.73774 -0.45004 -0.55304 1.00000 880
-0.72068 -0.76869 -0.82837 -0.75216 -0.90357 1.00000 629
0.27704 0.35457 0.08837 -0.56852 -0.42752 1.00000 1002
-0.72068 -0.48392 -0.59483 -0.40562 -0.44788 1.00000 301
-0.20573 0.27547 0.02214 -0.43523 -0.11549 1.00000 81
-0.81723 -0.81615 -0.71102 -0.53890 -0.74175 1.00000 365
-0.52757 -0.19915 -0.36477 -0.71662 -0.67793 1.00000 648
1.56443 1.62022 1.12013 2.74883 1.65885 1.00000 859
-0.20573 0.27547 0.50897 -0.06499 0.36300 1.00000 168
-0.81723 -0.62631 -0.24626 -0.76993 -0.74450 1.00000 802
-0.36665 -0.27825 -0.16957 -0.21309 -0.12866 1.00000 29
0.27704 -0.27825 -0.42752 0.97168 0.20037 1.00000 471
0.59889 -0.12005 -0.29855 -0.06499 -0.04533 1.00000 458
-0.81723 -0.72123 -0.71102 -0.71662 -0.81901 1.00000 291
0.59889 -0.12005 -0.29855 1.41597 0.40995 1.00000 922
-0.84942 -0.67377 -0.75169 -0.58333 -0.80427 1.00000 817
2.04720 0.59188 0.28008 3.41527 1.89969 1.00000 982
-0.78505 -0.57884 -0.67500 -0.49447 -0.52274 1.00000 797
2.04720 0.59188 0.89473 0.60144 1.03821 1.00000 355
2.04720 0.59188 0.89473 3.41527 2.15329 1.00000 773
2.52997 0.82919 1.18520 4.08170 2.78533 1.00000 217
-0.84942 -0.75287 -0.55649 -0.73143 -0.73075 1.00000 476
-0.81723 -0.72123 -0.71102 -0.53890 -0.73230 1.00000 761
-0.84942 -0.67377 -0.75169 -0.65738 -0.82085 1.00000 663
-0.81723 -0.72123 -0.79003 -0.53890 -0.81536 1.00000 807
-0.81723 -0.62631 -0.24626 -0.71662 -0.54854 1.00000 368
-0.81723 -0.81615 -0.86671 -0.71662 -0.90340 1.00000 266
1.56443 2.88586 2.15190 1.56406 1.99051 1.00000 890
-0.04480 0.51278 0.79945 0.08310 0.56026 1.00000 957
1.56443 2.88586 3.70420 1.56406 2.84822 1.00000 454
-0.78505 -0.57884 -0.53674 -0.49447 -0.41045 1.00000 107
-0.84942 -0.67377 -0.75169 -0.65738 -0.81984 1.00000 881
2.04720 2.09483 2.73518 3.41527 3.42414 1.00000 109
-0.72068 -0.76869 -0.82837 -0.53890 -0.80484 1.00000 778
-0.20573 -0.12005 -0.29855 -0.06499 -0.13151 1.00000 197
-0.20573 -0.12005 0.02330 -0.06499 0.10859 1.00000 279
1.56443 0.35457 0.08837 -0.33157 0.08482 1.00000 350
0.59889 0.67098 0.99233 0.67549 1.02294 1.00000 914
1.56443 1.62022 2.15423 1.56406 2.10282 1.00000 682
0.59889 1.46201 0.99116 1.41597 1.12790 1.00000 383
-0.72068 -0.62631 -0.24626 -0.67219 -0.53995 1.00000 462
0.27704 0.35457 0.08837 0.97168 0.42710 1.00000 139
1.56443 0.35457 0.08837 1.56406 0.67443 1.00000 278
-0.78505 -0.80033 -0.67268 -0.70181 -0.76756 1.00000 167
-0.84942 -0.75287 -0.75052 -0.58333 -0.79564 1.00000 978
-0.20573 -0.12005 -0.29855 -0.06499 -0.13103 1.00000 461
-0.20573 -0.51556 -0.46005 -0.43523 -0.33448 1.00000 33
1.08166 2.17394 2.83277 2.08240 2.69323 1.00000 771
-0.84942 -0.75287 -0.55649 -0.73143 -0.73579 1.00000 780
0.59889 -0.12005 0.02330 1.41597 0.55628 1.00000 336
-0.36665 0.03816 -0.16957 -0.21309 -0.14868 1.00000 430
-0.84942 -0.67377 -0.75169 -0.77586 -0.90877 1.00000 17
1.08166 1.14560 1.57328 1.11978 1.58354 1.00000 1051
-0.52757 -0.19915 -0.07198 -0.13904 0.01053 1.00000 781
2.52997 0.82919 1.18520 -0.15385 1.01132 1.00000 704
-0.52757 -0.19915 -0.36477 -0.13904 -0.19890 1.00000 457
-0.52757 -0.43646 -0.36245 -0.13904 -0.18327 1.00000 1020
0.59889 0.67098 0.34631 0.67549 0.50839 1.00000 568
-0.84942 -0.83197 -0.84812 -0.73143 -0.88332 1.00000 276
1.56443 0.35457 0.60425 -0.33157 0.50033 1.00000 248
-0.84942 -0.83197 -0.84812 -0.77586 -0.92480 1.00000 419
0.59889 1.46201 0.99116 -0.06499 0.63263 1.00000 1024
-0.72068 -0.76869 -0.76912 -0.75216 -0.84553 1.00000 887
1.56443 0.35457 0.08837 0.37929 0.34617 1.00000 839
-0.84942 -0.75287 -0.75052 -0.58333 -0.77433 1.00000 31
-0.72068 -0.76869 -0.59483 -0.75216 -0.83990 1.00000 164
-0.84942 -0.83197 -0.87988 -0.65738 -0.88724 1.00000 342
-0.75286 -0.65795 -0.32411 -0.56852 -0.55796 1.00000 254
2.04720 0.59188 0.89473 -0.24271 0.69244 1.00000 7
-0.72068 -0.76869 -0.82837 -0.40562 -0.56487 1.00000 579
-0.78505 -0.80033 -0.85432 -0.70181 -0.88433 1.00000 687
-0.36665 -0.59466 -0.68546 0.08310 -0.26422 1.00000 396
-0.81723 -0.81615 -0.71102 -0.76993 -0.88182 1.00000 665
-0.78505 -0.57884 -0.53674 -0.70181 -0.73049 1.00000 751
2.04720 0.59188 0.28008 0.60144 0.53421 1.00000 104
-0.52757 -0.43646 -0.36245 -0.58333 -0.54803 1.00000 814
0.27704 -0.27825 -0.16957 -0.56852 -0.35078 1.00000 811
0.59889 1.46201 0.99116 0.67549 0.95687 1.00000 876
-0.78505 -0.68959 -0.67384 -0.70181 -0.79355 1.00000 70
-0.84942 -0.67377 -0.36245 -0.65738 -0.60537 1.00000 151
-0.72068 -0.76869 -0.59483 -0.67219 -0.71330 1.00000 1014
-0.72068 -0.76869 -0.76912 -0.53890 -0.77248 1.00000 54
-0.84942 -0.67377 -0.75169 -0.58333 -0.77803 1.00000 796
2.52997 0.82919 1.18520 2.45264 1.84242 1.00000 636
