Att0 Att1 Att2 Att3 Att4 Att5 Att6 Att7 Att8 Att9 Att10 Att11 Att12 Att13 Att14 Att15 Att16 Att17 Att18 Att19 Att20 Att21 Att22 Att23 Att24 Att25 Y outlier number
2.15918 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 2.56434 0.20147 0.76086 1.55883 -0.45183 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 10663
0.00336 -0.83928 -0.47561 -0.32912 -0.22330 0.92291 1.60428 -0.61732 -0.62180 -0.45633 -0.40085 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.46314 1.00000 9122
-0.50724 -0.50386 -0.47561 -0.32912 -0.22330 -0.27154 -0.56848 -0.61732 -0.46817 0.47374 0.92473 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 2399
-1.81208 -0.83928 2.64775 6.25174 1.41346 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 4.01443 8.48779 -0.17692 1.51773 9.46011 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 14569
1.25146 -0.45594 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 2.55319 0.78377 1.12867 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1454
-1.81208 0.21491 1.30042 -0.17955 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 0.28596 3.41545 -0.22148 -0.19714 0.55668 0.01459 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 2219
-0.90436 1.31702 2.46403 -0.25433 0.12743 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 0.05801 2.39141 -0.34002 -0.32950 -0.32058 1.67112 5.60258 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 0.47485 -0.11275 -0.69379 1.00000 7674
2.49957 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 1.90746 3.16958 1.32416 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 4383
-1.67025 -0.64761 3.87260 -0.32912 -0.22330 -0.27154 -0.61901 -0.51497 -0.57059 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 2.46655 6.59255 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1860
1.19473 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 0.34105 1.68553 -0.57059 1.81718 -0.50282 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 14382
1.05290 -0.02468 -0.41437 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 2.43723 2.65819 -0.48903 -0.34002 -0.32950 -0.14728 -0.17582 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 10514
1.05290 0.21491 -0.47561 -0.32912 -0.22330 1.48500 1.35163 0.35500 -0.51938 -0.61134 -0.60478 2.15138 -0.25250 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1146
-1.07456 2.65872 0.07557 -0.32912 -0.22330 -0.41206 -0.61901 -0.51497 -0.46817 -0.61134 -0.60478 2.21139 -0.34002 2.36269 2.19221 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 14826
-1.69861 -0.83928 -0.47561 6.92478 2.23184 -0.34180 -0.46742 -0.56614 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 6.98499 13.62789 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 529
-0.19521 -0.83928 -0.47561 -0.32912 -0.22330 -0.34180 -0.31583 -0.36144 0.91449 0.37040 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 9606
-0.19521 -0.83928 -0.35313 -0.32912 -0.22330 -0.34180 0.13893 1.37848 -0.62180 -0.40466 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.07215 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 11771
-1.81208 1.22118 0.87172 -0.17955 -0.22330 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.23976 4.61836 -0.27843 -0.22148 -0.19714 0.55668 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 11026
0.57068 -0.64761 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 0.61087 0.65844 0.73210 0.41489 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.21448 1.00000 12749
1.73369 0.98159 -0.47561 -0.32912 -0.22330 0.43108 1.95799 -0.51497 -0.51938 -0.24964 1.58753 2.93150 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 7814
0.62741 -0.83928 -0.35313 -0.32912 -0.22330 2.53892 -0.36636 -0.61732 -0.36575 1.50716 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.07215 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 13272
-0.11011 -0.83928 -0.47561 -0.17955 0.01052 -0.41206 -0.61901 -0.31027 2.24593 -0.61134 -0.50282 -0.42902 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 0.16276 0.45109 -0.16049 -0.11275 1.70280 1.00000 5528
1.13800 -0.21635 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 1.02026 0.96570 -0.35298 2.25032 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 3856
0.42885 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 0.18946 2.70901 -0.51938 -0.50800 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.45414 1.00000 7906
-0.96109 0.40658 -0.47561 -0.10477 -0.22330 -0.27154 -0.56848 -0.61732 -0.57059 -0.55967 -0.60478 2.63145 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 0.04578 0.16276 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 5323
-0.45050 0.64617 0.44303 -0.32912 -0.22330 1.55526 0.29052 -0.56614 -0.46817 -0.55967 -0.60478 -0.48903 -0.34002 -0.32950 3.14534 0.02939 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 0.74416 1.00000 13942
0.28702 0.59825 1.66787 -0.25433 -0.22330 -0.41206 -0.61901 -0.61732 3.42375 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 0.19931 5.05718 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 0.04578 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 11080
0.71251 -0.79137 -0.41437 -0.25433 -0.10639 2.18761 -0.16425 -0.61732 1.42658 -0.14630 -0.60478 -0.48903 -0.34002 -0.23976 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 0.14506 -0.16049 -0.11275 -0.69379 1.00000 1920
-1.13129 0.55033 -0.41437 -0.32912 -0.22330 -0.41206 -0.41689 -0.51497 -0.41696 -0.55967 -0.60478 0.41111 2.28561 -0.32950 -0.32058 -0.17582 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 14139
0.00336 -0.83928 -0.47561 -0.32912 -0.22330 0.00951 2.31169 -0.56614 -0.51938 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 2720
-0.50724 1.79620 0.07557 0.11958 -0.22330 -0.41206 -0.16425 1.42966 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 3.97801 0.71920 -0.27843 -0.22148 -0.19714 -0.17127 1.14435 -0.00110 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 5699
1.10963 -0.79137 -0.47561 -0.32912 -0.22330 1.76604 1.04846 -0.56614 -0.62180 1.45548 -0.29888 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 4977
0.93944 2.65872 0.01433 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 0.65844 1.35214 -0.34986 3.83164 -0.34002 1.28582 1.93227 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 12614
-0.45050 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.46379 0.24876 1.04212 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 3569
-0.08174 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.31583 2.35079 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 13461
-0.50724 1.02951 0.99421 -0.32912 -0.22330 -0.41206 0.39158 0.81556 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 3.31864 1.46590 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 10135
-0.81926 -0.36011 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.57059 -0.30131 1.48556 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 14831
1.13800 -0.79137 -0.41437 -0.32912 -0.22330 -0.27154 1.60428 0.35500 0.09514 1.04212 -0.60478 -0.48903 -0.34002 -0.23976 -0.32058 -0.17582 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 14583
-0.19521 2.22746 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.61732 -0.57059 -0.40466 0.46588 3.17153 3.24834 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 8528
0.17355 -0.36011 -0.47561 -0.32912 -0.22330 1.76604 0.94740 -0.56614 -0.57059 -0.61134 -0.60478 0.71115 -0.25250 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 0.74416 1.00000 12756
1.59186 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.46742 -0.61732 3.93585 1.24880 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 18
0.57068 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 0.64422 2.55549 -0.46817 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 4585
2.38611 -0.83928 -0.47561 -0.32912 -0.22330 4.57650 -0.21477 -0.61732 0.96570 1.81718 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1561
1.62022 -0.83928 -0.47561 -0.32912 -0.22330 -0.34180 2.31169 -0.00322 2.24593 -0.55967 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 4812
-1.69861 1.31702 -0.16940 0.49349 1.76419 -0.41206 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 0.97279 2.45243 -0.14728 0.33721 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 4.12343 0.79251 -0.11275 -0.69379 1.00000 2162
-0.59233 0.16699 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 -0.46379 -0.62180 1.24880 -0.14593 -0.48903 -0.34002 1.46530 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.46314 1.00000 5526
-1.58515 0.40658 0.87172 -0.32912 -0.22330 -0.20127 -0.51795 -0.56614 -0.51938 -0.61134 -0.55380 -0.48903 -0.34002 -0.32950 1.23909 2.28676 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 0.02518 1.00000 2530
-0.59233 -0.83928 0.87172 5.20479 -0.22330 2.81996 -0.61901 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 0.20288 11.42703 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1952
-0.16684 1.36494 -0.41437 -0.25433 -0.22330 -0.41206 -0.61901 -0.56614 -0.51938 0.57709 1.38359 -0.48903 2.11057 1.10634 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 0.01459 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 14049
0.17355 -0.26427 -0.47561 -0.25433 0.01052 -0.34180 -0.21477 -0.61732 -0.62180 0.88711 1.89343 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 0.14506 0.15718 -0.11275 1.70280 1.00000 13962
1.73369 -0.83928 -0.47561 -0.32912 -0.22330 2.39839 1.60428 -0.51497 0.40239 0.83544 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 1508
-1.72698 -0.83928 -0.23064 1.61523 0.71199 -0.41206 -0.61901 -0.61732 -0.51938 -0.61134 -0.55380 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 1.75707 1.09717 -0.15784 1.06314 0.79251 -0.11275 1.22348 1.00000 12134
0.62741 -0.83928 -0.47561 -0.32912 -0.22330 -0.41206 -0.61901 0.55969 0.81207 1.50716 -0.60478 -0.48903 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 101
0.51395 0.83784 -0.47561 -0.32912 -0.22330 4.57650 -0.21477 -0.61732 -0.62180 -0.61134 -0.60478 -0.48903 2.72321 0.56790 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 220
1.36493 0.74200 -0.35313 -0.32912 -0.22330 0.00951 2.21063 -0.61732 0.29997 0.83544 -0.60478 -0.42902 3.42338 -0.32950 -0.32058 -0.17582 -0.07215 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 -0.69379 1.00000 6839
0.03172 -0.55178 -0.47561 -0.32912 -0.22330 -0.41206 -0.51795 -0.61732 -0.57059 1.92052 0.46588 -0.30901 -0.34002 -0.32950 -0.32058 -0.27843 -0.22148 -0.19714 -0.17127 -0.17371 -0.17692 -0.16450 -0.15784 -0.16097 -0.16049 -0.11275 1.70280 1.00000 7992
